ID,Overpayment_Amount,Payment_Date,Dollar_Error1,Dollar_Error2,Dollar_Error3,Citizenship,Age_in_yrs,ZipCodes,Marital_Status,Previous_Felony,Moved_from_out_of_state_12_mths,Income,Dependent_Care_Amount,Medical_Expense_Amount,Child_Support_Amount,Rent_Amount,Monthly_Benefit
ABC992611, ,1/1/2013, , , ,Unverified,72,ZIP2,MA,N,N,0,0,0,0,0,0
ABC992611, ,2/1/2013, , , ,Unverified,72,ZIP2,MA,N,N,0,0,0,0,0,0
ABC992611, ,3/1/2013, , , ,Unverified,72,ZIP2,MA,N,N,0,0,0,0,0,0
ABC992622, ,1/1/2013, , , ,Verified,58,ZIP1,NM,N,N,0,0,0,0,0,400
ABC992655, ,1/1/2013, , , ,Unverified,58,ZIP4,NM,N,N,0,0,0,0,0,0
ABC992665, ,1/1/2013, , , ,Unverified,33,ZIP3,DI,N,N,0,0,0,0,0,0
ABC992665, ,2/1/2013, , , ,Unverified,33,ZIP3,DI,N,N,0,0,0,0,0,0
ABC992665, ,3/1/2013, , , ,Unverified,33,ZIP3,DI,N,N,0,0,0,0,0,0
ABC992666, ,1/1/2013, , , ,Verified,30,ZIP1,NM,N,N,191,0,0,0,904,366
ABC992666, ,2/1/2013, , , ,Verified,30,ZIP1,NM,N,N,191,0,0,0,904,366
ABC992666, ,3/1/2013, , , ,Verified,30,ZIP1,NM,N,N,209,0,0,0,904,354
ABC992692,64.8,2/1/2013,64.8, , ,Verified,89,ZIP4,WI,N,N,0,0,0,0,0,0
ABC992692,64.8,3/1/2013,64.8, , ,Verified,89,ZIP4,WI,N,N,0,0,0,0,0,0
ABC992753, ,1/1/2013, , , ,Verified,62,ZIP3,MA,N,N,0,0,0,0,0,0
ABC992753, ,2/1/2013, , , ,Verified,62,ZIP3,MA,N,N,509,0,0,0,604,174
ABC992753, ,3/1/2013, , , ,Verified,62,ZIP3,MA,N,N,509,0,0,0,604,174
ABC992862, ,1/1/2013, , , ,Verified,39,ZIP1,MA,N,N,1379,0,0,0,969.17,588
ABC992862, ,2/1/2013, , , ,Verified,39,ZIP1,MA,N,N,1379,0,0,0,969.17,588
ABC992862, ,3/1/2013, , , ,Verified,39,ZIP1,MA,N,N,1379,0,0,0,969.17,588
ABC992869, ,1/1/2013, , , ,Verified,25,ZIP1,NM,N,N,0,0,0,0,0,400
ABC992869, ,2/1/2013, , , ,Verified,25,ZIP1,NM,N,N,515,0,0,0,0,172
ABC992869, ,3/1/2013, , , ,Verified,25,ZIP1,NM,N,N,0,0,0,0,0,400
ABC992920, ,1/1/2013, , , ,Unverified,25,ZIP3,NM,N,N,0,0,0,0,0,0
ABC992920, ,2/1/2013, , , ,Unverified,25,ZIP3,NM,N,N,0,0,0,0,0,0
ABC992920, ,3/1/2013, , , ,Unverified,25,ZIP3,NM,N,N,0,0,0,0,0,0
ABC992956, ,1/1/2013, , , ,Verified,27,ZIP3,DI,N,N,211,128,0,0,1154,688
ABC992959, ,1/1/2013, , , ,Verified,33,ZIP3,MA,N,N,313,0,0,402,1136,1228
ABC992959, ,2/1/2013, , , ,Verified,33,ZIP3,MA,N,N,0,0,0,402,1136,1336
ABC992959, ,3/1/2013, , , ,Verified,33,ZIP3,MA,N,N,0,0,0,402,1136,1336
ABC992963, ,1/1/2013, , , ,Unverified,26,ZIP3,NM,N,N,0,0,0,0,0,0
ABC992963,192,2/1/2013,192,, ,Unverified,26,ZIP3,NM,N,N,369,0,0,0,0,258
ABC992963, ,3/1/2013, ,, ,Unverified,26,ZIP3,NM,N,N,369,0,0,0,0,258
ABC992966, ,2/1/2013, , , ,Verified,24,ZIP3,NM,N,N,0,0,0,0,0,400
ABC992966, ,3/1/2013, , , ,Verified,24,ZIP3,NM,N,N,296,0,0,0,604,302
ABC993020, ,1/1/2013, , , ,Verified,25,ZIP5,NM,N,N,511,0,0,0,0,508
ABC993028,405,1/1/2013, ,405, ,Verified,27,ZIP2,NM,N,N,0,0,0,0,0,0
ABC993028,405,2/1/2013, ,405, ,Verified,27,ZIP2,NM,N,N,0,0,0,0,0,0
ABC993028,405,3/1/2013, ,405, ,Verified,27,ZIP2,NM,N,N,2095,0,0,0,173,0
ABC993032, ,2/1/2013, , , ,Verified,26,ZIP3,MA,N,N,723,0,0,0,704,698
ABC993032, ,3/1/2013, , , ,Verified,26,ZIP3,MA,N,N,723,0,0,0,704,698
ABC993033, ,2/1/2013, , , ,Verified,25,ZIP4,NM,N,N,1918,0,0,0,1219,0
ABC993033,255,3/1/2013,255, , ,Verified,25,ZIP4,NM,N,N,1918,0,0,0,1219,0
ABC993056, ,2/1/2013, , , ,Verified,30,ZIP2,NM,N,N,0,0,0,0,604,400
ABC993056, ,3/1/2013, , , ,Verified,30,ZIP2,NM,N,N,0,0,0,0,604,400
ABC993082, ,1/1/2013, , , ,Verified,24,ZIP1,NM,N,N,759,0,0,0,586,32
ABC993082, ,2/1/2013, , , ,Verified,24,ZIP1,NM,N,N,759,0,0,0,586,32
ABC993082, ,3/1/2013, , , ,Verified,24,ZIP1,NM,N,N,759,0,0,0,586,32
ABC993098, ,2/1/2013, , , ,Verified,43,ZIP3,NM,N,N,0,0,0,0,0,400
ABC993098, ,3/1/2013, , , ,Verified,43,ZIP3,NM,N,N,0,0,0,0,0,400
ABC993103, ,2/1/2013, , , ,Verified,29,ZIP4,,Y,N,0,0,0,0,0,400
ABC993103, ,3/1/2013, , , ,Verified,29,ZIP4,,Y,N,0,0,0,0,0,400
ABC993107, ,1/1/2013, , , ,Verified,34,ZIP2,NM,N,N,0,0,0,0,0,0
ABC993107, ,2/1/2013, , , ,Verified,34,ZIP2,NM,N,N,0,0,0,0,0,0
ABC993107, ,3/1/2013, , , ,Verified,34,ZIP2,NM,N,N,0,0,0,0,0,0
ABC993202, ,1/1/2013, , , ,Unverified,28,ZIP2,NM,N,N,0,0,0,0,0,400
ABC993202, ,2/1/2013, , , ,Unverified,28,ZIP2,NM,N,N,0,0,0,0,0,400
ABC993202, ,3/1/2013, , , ,Unverified,28,ZIP2,NM,N,N,0,0,0,0,0,400
ABC993219, ,2/1/2013, , , ,Verified,26,ZIP1,NM,N,N,0,0,0,0,650,734
ABC993219, ,3/1/2013, , , ,Verified,26,ZIP1,NM,N,N,249,0,0,0,650,664
ABC993220, ,2/1/2013, , , ,Unverified,31,ZIP1,NM,N,Y,0,0,0,0,0,400
ABC993220, ,3/1/2013, , , ,Unverified,31,ZIP1,NM,N,Y,0,0,0,0,0,0
ABC993284, ,1/1/2013, , , ,Verified,27,ZIP2,NM,N,N,387,0,0,0,667,1434
ABC993284, ,2/1/2013, , , ,Verified,27,ZIP2,NM,N,N,387,0,0,0,667,1434
ABC993378, ,1/1/2013, , , ,Verified,25,ZIP1,NM,N,N,559,0,0,0,629,1080
ABC993378, ,2/1/2013, , , ,Verified,25,ZIP1,NM,N,N,559,0,0,0,629,1080
ABC993378, ,3/1/2013, , , ,Verified,25,ZIP1,NM,N,N,0,0,0,0,629,1336
ABC993379, ,1/1/2013, , , ,Unverified,63,ZIP1,NM,N,N,654,0,0,0,0,88
ABC993379, ,2/1/2013, , , ,Unverified,63,ZIP1,NM,N,N,654,0,0,0,0,88
ABC993379, ,3/1/2013, , , ,Unverified,63,ZIP1,NM,N,N,654,0,0,0,0,88
ABC993384, ,1/1/2013, , , ,Unverified,28,ZIP5,NM,N,N,0,0,0,0,0,0
ABC993384, ,2/1/2013, , , ,Unverified,28,ZIP5,NM,N,N,0,0,0,0,0,0
ABC993384, ,3/1/2013, , , ,Unverified,28,ZIP5,NM,N,N,0,0,0,0,286,400
ABC993389, ,1/1/2013, , , ,Verified,26,ZIP5,NM,N,N,0,0,0,0,0,0
ABC993389, ,2/1/2013, , , ,Verified,26,ZIP5,NM,N,N,0,0,0,0,0,0
ABC993389, ,3/1/2013, , , ,Verified,26,ZIP5,NM,N,N,0,0,0,0,0,0
ABC993455, ,1/1/2013, , , ,Verified,27,ZIP1,NM,N,N,688,0,0,0,0,1004
ABC993455, ,2/1/2013, , , ,Verified,27,ZIP1,NM,N,N,688,0,0,0,0,1004
ABC993455, ,3/1/2013, , , ,Verified,27,ZIP1,NM,N,N,688,0,0,0,0,1004
ABC993481, ,1/1/2013, , , ,Unverified,28,ZIP4,MA,N,N,0,0,0,0,1129,734
ABC993481,518,2/1/2013, , ,518,Unverified,28,ZIP4,MA,N,N,1672,0,0,0,1129,0
ABC993481,518,3/1/2013, , ,518,Unverified,28,ZIP4,MA,N,N,1672,0,0,0,1129,0
ABC993533, ,1/1/2013, , , ,Unverified,28,ZIP2,NM,N,N,779,0,0,0,1547,948
ABC993533, ,2/1/2013, , , ,Unverified,28,ZIP2,NM,N,N,779,0,0,0,1547,948
ABC993533, ,3/1/2013, , , ,Unverified,28,ZIP2,NM,N,N,862,0,0,0,1079,898
ABC993558, ,1/1/2013, , , ,Verified,24,ZIP3,NM,N,N,0,0,0,0,0,400
ABC993558, ,2/1/2013, , , ,Verified,24,ZIP3,NM,N,N,0,0,0,0,0,400
ABC993558, ,3/1/2013, , , ,Verified,24,ZIP3,NM,N,N,0,0,0,0,0,400
ABC993598, ,3/1/2013, , , ,Verified,24,ZIP4,NM,N,N,0,0,0,0,0,400
ABC993609, ,1/1/2013, , , ,Unverified,25,ZIP4,NM,N,N,0,0,0,0,0,400
ABC993609, ,2/1/2013, , , ,Unverified,25,ZIP4,NM,N,N,0,0,0,0,0,400
ABC993609, ,3/1/2013, , , ,Unverified,25,ZIP4,NM,N,N,0,0,0,0,0,400
ABC993610, ,1/1/2013, , , ,Verified,28,ZIP4,NM,N,N,0,38,0,0,844,734
ABC993610, ,2/1/2013, , , ,Verified,28,ZIP4,NM,N,N,0,38,0,0,844,734
ABC993610, ,3/1/2013, , , ,Verified,28,ZIP4,NM,N,N,0,38,0,0,844,734
ABC993659, ,1/1/2013, , , ,Verified,28,ZIP1,MA,N,N,0,0,0,305.89,1379,1336
ABC993659, ,2/1/2013, , , ,Verified,28,ZIP1,MA,N,N,0,0,0,305.89,1379,1336
ABC993659,118,3/1/2013,118,, ,Verified,28,ZIP1,MA,N,N,1583,0,0,305.89,1379,466
ABC993684, ,1/1/2013, , , ,Verified,24,ZIP1,NM,N,N,0,0,0,0,0,0
ABC993684, ,2/1/2013, , , ,Verified,24,ZIP1,NM,N,N,0,0,0,0,0,0
ABC993684, ,3/1/2013, , , ,Verified,24,ZIP1,NM,N,N,0,0,0,0,0,0
ABC993685, ,2/1/2013, , , ,Verified,24,ZIP3,NM,N,N,1362,0,0,0,714,314
ABC993685, ,3/1/2013, , , ,Verified,24,ZIP3,NM,N,N,1362,0,0,0,714,314
ABC993689, ,1/1/2013, , , ,Verified,26,ZIP2,NM,N,N,0,0,0,0,604,734
ABC993689, ,2/1/2013, , , ,Verified,26,ZIP2,NM,N,N,0,0,0,0,604,734
ABC993689, ,3/1/2013, , , ,Verified,26,ZIP2,NM,N,N,0,0,0,0,604,734
ABC993691, ,1/1/2013, , , ,Unverified,27,ZIP2,NM,N,N,0,0,0,0,0,400
ABC993691,233,2/1/2013,233, , ,Unverified,27,ZIP2,NM,N,N,0,0,0,0,0,0
ABC993691,233,3/1/2013,233, , ,Unverified,27,ZIP2,NM,N,N,0,0,0,0,0,0
ABC993693, ,3/1/2013, , , ,Verified,25,ZIP2,,N,N,0,0,0,0,0,400
ABC993696, ,1/1/2013, , , ,Verified,28,ZIP2,NM,N,N,1306,0,0,0,779,882
ABC993696, ,2/1/2013, , , ,Verified,28,ZIP2,NM,N,N,1382,0,0,0,779,586
ABC993696, ,3/1/2013, , , ,Verified,28,ZIP2,NM,N,N,1382,0,0,0,779,586
ABC993702, ,1/1/2013, , , ,Unverified,26,ZIP2,NM,N,N,0,0,0,0,0,0
ABC993702, ,3/1/2013, , , ,Unverified,26,ZIP2,NM,N,N,0,0,0,0,0,400
ABC993703, ,1/1/2013, , , ,Verified,24,ZIP2,NM,N,N,423,0,0,0,604,1162
ABC993703, ,2/1/2013, , , ,Verified,24,ZIP2,NM,N,N,423,0,0,0,604,1162
ABC993703, ,3/1/2013, , , ,Verified,24,ZIP2,NM,N,N,423,0,0,0,604,1162
ABC993713, ,1/1/2013, , , ,Verified,26,ZIP5,NM,N,N,0,0,0,0,0,0
ABC993713, ,2/1/2013, , , ,Verified,26,ZIP5,NM,N,N,0,0,0,0,0,0
ABC993713, ,3/1/2013, , , ,Verified,26,ZIP5,NM,N,N,0,0,0,0,0,0
ABC993724, ,1/1/2013, , , ,Unverified,27,ZIP2,NM,N,N,0,0,0,0,0,0
ABC993724, ,2/1/2013, , , ,Unverified,27,ZIP2,NM,N,N,0,0,0,0,0,0
ABC993724, ,3/1/2013, , , ,Unverified,27,ZIP2,NM,N,N,0,0,0,0,0,0
ABC993727, ,1/1/2013, , , ,Unverified,27,ZIP2,NM,N,N,0,0,0,0,0,0
ABC993727, ,2/1/2013, , , ,Unverified,27,ZIP2,NM,N,N,0,0,0,0,0,0
ABC993747, ,1/1/2013, , , ,Unverified,25,ZIP1,NM,N,N,0,0,0,0,0,0
ABC993747, ,2/1/2013, , , ,Unverified,25,ZIP1,NM,N,N,0,0,0,0,0,0
ABC993757, ,1/1/2013, , , ,Verified,24,ZIP1,NM,N,Y,490,0,0,0,0,838
ABC993757, ,2/1/2013, , , ,Verified,24,ZIP1,NM,N,Y,0,0,0,0,0,1052
ABC993757, ,3/1/2013, , , ,Verified,24,ZIP1,NM,N,Y,0,0,0,0,0,1052
ABC993819, ,2/1/2013, , , ,Unverified,25,ZIP3,,N,N,0,0,0,0,0,400
ABC993819, ,3/1/2013, , , ,Unverified,25,ZIP3,,N,N,0,0,0,0,0,400
ABC993821, ,1/1/2013, , , ,Verified,27,ZIP2,NM,N,N,0,0,0,0,644,734
ABC993821, ,2/1/2013, , , ,Verified,27,ZIP2,NM,N,N,0,0,0,0,644,734
ABC993821, ,3/1/2013, , , ,Verified,27,ZIP2,NM,N,N,0,0,0,0,644,734
ABC993839, ,1/1/2013, , , ,Verified,24,ZIP3,NM,N,N,0,0,0,0,1017,400
ABC993839, ,2/1/2013, , , ,Verified,24,ZIP3,NM,N,N,0,0,0,0,1017,400
ABC993839, ,3/1/2013, , , ,Verified,24,ZIP3,NM,N,N,0,0,0,0,1017,400
ABC993916, ,2/1/2013, , , ,Unverified,26,ZIP5,NM,N,,0,0,0,0,0,400
ABC993916, ,3/1/2013, , , ,Unverified,26,ZIP5,NM,N,,0,0,0,0,0,400
ABC993929, ,1/1/2013, , , ,Verified,25,ZIP5,NM,N,N,0,0,0,0,1238.43,1336
ABC993929, ,2/1/2013, , , ,Verified,25,ZIP5,NM,N,N,0,0,0,0,1238.43,1336
ABC993929, ,3/1/2013, , , ,Verified,25,ZIP5,NM,N,N,0,0,0,0,1238.43,1336
ABC993951, ,1/1/2013, , , ,Verified,33,ZIP1,NM,N,N,0,0,0,0,0,0
ABC993951, ,2/1/2013, , , ,Verified,33,ZIP1,NM,N,N,0,0,0,0,0,0
ABC993951, ,3/1/2013, , , ,Verified,33,ZIP1,NM,N,N,0,0,0,0,0,0
ABC993959, ,1/1/2013, , , ,Verified,27,ZIP3,MA,N,N,867,0,0,0,0,612
ABC993959, ,2/1/2013, , , ,Verified,27,ZIP3,MA,N,N,867,0,0,0,0,612
ABC993959, ,3/1/2013, , , ,Verified,27,ZIP3,MA,N,N,867,0,0,0,0,612
ABC993965, ,1/1/2013, , , ,Verified,26,ZIP2,NM,N,N,523,0,0,0,0,500
ABC993965, ,2/1/2013, , , ,Verified,26,ZIP2,NM,N,N,523,0,0,0,0,500
ABC993965, ,3/1/2013, , , ,Verified,26,ZIP2,NM,N,N,523,0,0,0,0,500
ABC993978,234,2/1/2013,234, , ,Verified,24,ZIP2,NM,N,N,1132,0,0,0,536,452
ABC993978, ,3/1/2013, , , ,Verified,24,ZIP2,NM,N,N,627,0,0,0,536,438
ABC993985, ,1/1/2013, , , ,Verified,25,ZIP1,NM,N,N,0,0,0,0,0,400
ABC993985, ,2/1/2013, , , ,Verified,25,ZIP1,NM,N,N,0,0,0,0,0,400
ABC993985, ,3/1/2013, , , ,Verified,25,ZIP1,NM,N,N,0,0,0,0,0,400
ABC993986, ,1/1/2013, , , ,Verified,24,ZIP1,NM,N,N,512,0,0,0,436,506
ABC993986, ,2/1/2013, , , ,Verified,24,ZIP1,NM,N,N,512,0,0,0,436,506
ABC993986, ,3/1/2013, , , ,Verified,24,ZIP1,NM,N,N,512,0,0,0,436,506
ABC994035, ,1/1/2013, , , ,Verified,24,ZIP1,MA,N,N,0,0,0,0,336,734
ABC994035, ,2/1/2013, , , ,Verified,24,ZIP1,MA,N,N,0,0,0,0,336,734
ABC994035, ,3/1/2013, , , ,Verified,24,ZIP1,MA,N,N,0,0,0,0,336,734
ABC994090, ,1/1/2013, , , ,Verified,25,ZIP1,NM,N,N,0,0,0,0,1604,1336
ABC994090, ,2/1/2013, , , ,Verified,25,ZIP1,NM,N,N,0,0,0,0,1604,1336
ABC994090, ,3/1/2013, , , ,Verified,25,ZIP1,NM,N,N,0,0,0,0,1604,1336
ABC994093, ,1/1/2013, , , ,Verified,25,ZIP4,,N,N,450,0,0,0,686,210
ABC994093, ,2/1/2013, , , ,Verified,25,ZIP4,,N,N,450,0,0,0,686,210
ABC994093, ,3/1/2013, , , ,Verified,25,ZIP4,,N,N,450,0,0,0,686,210
ABC994102, ,1/1/2013, , , ,Verified,31,ZIP1,NM,N,N,1320,189,0,0,604,32
ABC994102, ,2/1/2013, , , ,Verified,31,ZIP1,NM,N,N,1320,189,0,0,604,32
ABC994102, ,3/1/2013, , , ,Verified,31,ZIP1,NM,N,N,1320,189,0,0,604,32
ABC994127, ,1/1/2013, , , ,Verified,27,ZIP2,MA,N,N,0,0,0,0,0,0
ABC994127, ,2/1/2013, , , ,Verified,27,ZIP2,MA,N,N,0,0,0,0,0,0
ABC994127, ,3/1/2013, , , ,Verified,27,ZIP2,MA,N,N,0,0,0,0,0,0
ABC994128,318,1/1/2013, ,318, ,Verified,24,ZIP2,NM,N,,1327,0,0,0,236,620
ABC994128,318,2/1/2013, ,318, ,Verified,24,ZIP2,NM,N,,1327,0,0,0,236,620
ABC994128,318,3/1/2013, ,318, ,Verified,24,ZIP2,NM,N,,1327,0,0,0,236,620
ABC994132, ,1/1/2013, , , ,Unverified,24,ZIP3,NM,N,N,0,0,0,0,0,0
ABC994132, ,2/1/2013, , , ,Unverified,24,ZIP3,NM,N,N,0,0,0,0,0,0
ABC994132, ,3/1/2013, , , ,Unverified,24,ZIP3,NM,N,N,0,0,0,0,0,0
ABC994136, ,1/1/2013, , , ,Unverified,24,ZIP1,NM,N,,0,0,0,0,0,0
ABC994136, ,2/1/2013, , , ,Unverified,24,ZIP1,NM,N,,0,0,0,0,0,0
ABC994136, ,3/1/2013, , , ,Unverified,24,ZIP1,NM,N,,0,0,0,0,0,0
ABC994138, ,1/1/2013, , , ,Verified,24,ZIP5,,N,N,0,0,0,0,923,400
ABC994138, ,2/1/2013, , , ,Verified,24,ZIP5,,N,N,0,0,0,0,923,400
ABC994138, ,3/1/2013, , , ,Verified,24,ZIP5,,N,N,0,0,0,0,923,400
ABC994144, ,1/1/2013, , , ,Verified,25,ZIP3,NM,N,N,0,0,0,0,0,0
ABC994145, ,1/1/2013, , , ,Unverified,24,ZIP2,NM,N,N,0,0,0,0,0,400
ABC994145, ,2/1/2013, , , ,Unverified,24,ZIP2,NM,N,N,0,0,0,0,0,400
ABC994145, ,3/1/2013, , , ,Unverified,24,ZIP2,NM,N,N,0,0,0,0,0,400
ABC994151, ,2/1/2013, , , ,Verified,24,ZIP2,NM,N,N,807,0,0,0,666,330
ABC994151, ,3/1/2013, , , ,Verified,24,ZIP2,NM,N,N,807,0,0,0,666,330
ABC994156, ,1/1/2013, , , ,Unverified,25,ZIP2,NM,N,Y,0,0,0,0,436,400
ABC994156, ,2/1/2013, , , ,Unverified,25,ZIP2,NM,N,Y,0,0,0,0,436,400
ABC994156, ,3/1/2013, , , ,Unverified,25,ZIP2,NM,N,Y,0,0,0,0,436,400
ABC994159, ,1/1/2013, , , ,Verified,25,ZIP3,NM,N,N,750,0,0,0,767,32
ABC994159, ,2/1/2013, , , ,Verified,25,ZIP3,NM,N,N,787,0,0,0,767,32
ABC994159,110,3/1/2013,110, , ,Verified,25,ZIP3,NM,N,N,858,0,0,0,767,32
ABC994166, ,1/1/2013, , , ,Verified,26,ZIP1,MA,N,N,0,0,0,0,0,400
ABC994166, ,2/1/2013, , , ,Verified,26,ZIP1,MA,N,N,0,0,0,0,0,400
ABC994166, ,3/1/2013, , , ,Verified,26,ZIP1,MA,N,N,0,0,0,0,0,400
ABC994178, ,2/1/2013, , , ,Unverified,27,ZIP1,NM,N,N,0,0,0,0,0,400
ABC994178, ,3/1/2013, , , ,Unverified,27,ZIP1,NM,N,N,0,0,0,0,0,400
ABC994186, ,1/1/2013, , , ,Verified,24,ZIP1,NM,N,N,0,0,0,0,0,0
ABC994186, ,2/1/2013, , , ,Verified,24,ZIP1,NM,N,N,0,0,0,0,0,0
ABC994194, ,1/1/2013, , , ,Verified,24,ZIP1,NM,N,N,387,0,0,0,0,582
