ID,Benefit_Amt,Overpayment_Amount,Payment_Date,Dollar_Error1,Dollar_Error2,Dollar_Error3,Citizenship,Age_in_yrs,ZipCodes,Marital_Status,Previous_Felony,Moved_from_out_of_state_12_mths,Income,Dependent_Care_Amount,Medical_Expense_Amount,Child_Support_Amount,Rent_Amount,Monthly_Benefit,Number_Adults,Number_Children
ABC989265,213, ,2/1/2013, , , ,Verified,48,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC989265,206, ,3/1/2013, , , ,Verified,48,ZIP3,NM,N,N,522,0,0,0,804,166,1,0
ABC989303,364, ,1/1/2013, , , ,Verified,52,ZIP5,MA,N,N,552,0,354,0,804,482,2,0
ABC989303,284, ,2/1/2013, , , ,Verified,52,ZIP5,MA,N,N,820,0,392,0,416,322,2,0
ABC989303,299, ,3/1/2013, , , ,Verified,52,ZIP5,MA,N,N,769,0,392,0,530,352,2,0
ABC989316,288, ,1/1/2013, , , ,Verified,30,ZIP3,MA,N,N,250,0,0,525.3,604,330,1,0
ABC989316,206, ,2/1/2013, , , ,Verified,30,ZIP3,MA,N,N,524,0,0,525.3,0,166,1,0
ABC989316,206, ,3/1/2013, , , ,Verified,30,ZIP3,MA,N,N,524,0,0,525.3,0,166,1,0
ABC989356,323, ,2/1/2013, , , ,Verified,59,ZIP2,NM,N,N,0,0,0,0,0,400,1,0
ABC989356,323, ,3/1/2013, , , ,Verified,59,ZIP2,NM,N,N,0,0,0,0,0,400,1,0
ABC989368,490, ,1/1/2013, , , ,Verified,28,ZIP5,NM,N,N,0,0,0,0,604,734,1,1
ABC989368,490, ,2/1/2013, , , ,Verified,28,ZIP5,NM,N,N,0,0,0,0,604,734,1,1
ABC989368,490, ,3/1/2013, , , ,Verified,28,ZIP5,NM,N,N,0,0,0,0,604,734,1,1
ABC989370,139,518,1/1/2013, ,518, ,Verified,27,ZIP5,NM,N,N,1010,0,0,0,0,32,1,0
ABC989370,139,518,2/1/2013, ,518, ,Verified,27,ZIP5,NM,N,N,1010,0,0,0,0,32,1,0
ABC989370,139,518,3/1/2013, ,518, ,Verified,27,ZIP5,NM,N,N,1001,0,0,0,0,32,1,0
ABC989393,649, ,1/1/2013, , , ,Verified,36,ZIP4,MA,N,N,0,0,0,0,1229,1052,2,1
ABC989393,649, ,2/1/2013, , , ,Verified,36,ZIP4,MA,N,N,0,0,0,0,1229,1052,2,1
ABC989393,649, ,3/1/2013, , , ,Verified,36,ZIP4,MA,N,N,0,0,0,0,1229,1052,2,1
ABC989410,261, ,1/1/2013, , , ,Verified,65,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC989410,261, ,2/1/2013, , , ,Verified,65,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC989410,261, ,3/1/2013, , , ,Verified,65,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC989453,507, ,2/1/2013, , , ,Verified,37,ZIP1,NM,N,N,608,436,0,0,636,768,1,2
ABC989453,507, ,3/1/2013, , , ,Verified,37,ZIP1,NM,N,N,608,436,0,0,636,768,1,2
ABC989463,291, ,1/1/2013, , , ,Verified,60,ZIP1,DI,N,N,241,0,0,0,854,336,1,0
ABC989463,285, ,2/1/2013, , , ,Verified,60,ZIP1,DI,N,N,259,0,0,0,854,324,1,0
ABC989463,285, ,3/1/2013, , , ,Verified,60,ZIP1,DI,N,N,259,0,0,0,854,324,1,0
ABC989487,288, ,1/1/2013, , , ,Verified,58,ZIP2,NM,N,N,250,0,291,0,839,330,1,0
ABC989487,288, ,2/1/2013, , , ,Verified,58,ZIP2,NM,N,N,249,0,291,0,839,330,1,0
ABC989487,288, ,3/1/2013, , , ,Verified,58,ZIP2,NM,N,N,249,0,291,0,839,330,1,0
ABC989496,0,233,1/1/2013,233, , ,Verified,74,ZIP5,NM,N,N,822,0,0,0,641.72,32,1,0
ABC989496,0,233,2/1/2013,233, , ,Verified,74,ZIP5,NM,N,N,822,0,0,0,641.72,32,1,0
ABC989496,0,233,3/1/2013,233, , ,Verified,74,ZIP5,NM,N,N,822,0,0,0,641.72,32,1,0
ABC989517,258, ,1/1/2013, , , ,Verified,65,ZIP3,MA,N,N,351,0,0,0,744,270,1,0
ABC989517,252, ,2/1/2013, , , ,Verified,65,ZIP3,MA,N,N,369,0,0,0,744,258,1,0
ABC989517,294, ,3/1/2013, , , ,Verified,65,ZIP3,MA,N,N,230,0,0,0,883,342,1,0
ABC989542,275, ,1/1/2013, , , ,Verified,68,ZIP3,DI,N,N,293,0,0,0,1211.52,304,1,0
ABC989542,275, ,2/1/2013, , , ,Verified,68,ZIP3,DI,N,N,293,0,0,0,1211.52,304,1,0
ABC989542,275, ,3/1/2013, , , ,Verified,68,ZIP3,DI,N,N,293,0,0,0,1211.52,304,1,0
ABC989546,490, ,1/1/2013, , , ,Verified,61,ZIP1,WI,N,N,0,0,0,0,1154,734,2,10
ABC989546,490, ,2/1/2013, , , ,Verified,61,ZIP1,WI,N,N,0,0,0,0,1154,734,2,10
ABC989546,490, ,3/1/2013, , , ,Verified,61,ZIP1,WI,N,N,0,0,0,0,1154,734,2,10
ABC989579,219, ,1/1/2013, , , ,Verified,63,ZIP4,DI,N,N,538,0,0,0,879,158,1,0
ABC989579,219, ,2/1/2013, , , ,Verified,63,ZIP4,DI,N,N,538,0,0,0,879,158,1,0
ABC989579,179, ,3/1/2013, , , ,Verified,63,ZIP4,DI,N,N,612,0,0,0,879,112,1,0
ABC989597,0, ,1/1/2013, , , ,Verified,59,ZIP5,MA,N,N,0,0,0,0,0,0,2,0
ABC989597,0, ,2/1/2013, , , ,Verified,59,ZIP5,MA,N,N,0,0,0,0,0,0,2,0
ABC989597,0, ,3/1/2013, , , ,Verified,59,ZIP5,MA,N,N,0,0,0,0,0,0,2,0
ABC989606,554, ,1/1/2013, , , ,Verified,35,ZIP2,NM,N,N,0,0,0,0,0,0,1,2
ABC989606,554, ,2/1/2013, , , ,Verified,35,ZIP2,NM,N,N,0,0,0,0,0,0,1,2
ABC989606,549, ,3/1/2013, , , ,Verified,35,ZIP2,NM,N,N,467,0,0,0,645.76,852,1,2
ABC989614,201, ,1/1/2013, , , ,Unverified,74,ZIP3,DI,N,N,539,0,0,0,604,156,1,0
ABC989614,201, ,2/1/2013, , , ,Unverified,74,ZIP3,DI,N,N,539,0,0,0,604,156,1,0
ABC989614,201, ,3/1/2013, , , ,Unverified,74,ZIP3,DI,N,N,539,0,0,0,604,156,1,0
ABC989672,183, ,1/1/2013, , , ,Verified,42,ZIP4,NM,N,N,0,0,0,0,0,0,1,0
ABC989672,182, ,2/1/2013, , , ,Verified,42,ZIP4,NM,N,N,604,0,0,0,650,118,1,0
ABC989672,182, ,3/1/2013, , , ,Verified,42,ZIP4,NM,N,N,604,0,0,0,650,118,1,0
ABC989675,148, ,2/1/2013, , , ,Unverified,53,ZIP3,NM,N,N,716,0,0,0,302,50,1,0
ABC989675,148, ,3/1/2013, , , ,Unverified,53,ZIP3,NM,N,N,716,0,0,0,302,50,1,0
ABC989680,271, ,1/1/2013, , , ,Verified,64,ZIP3,DI,N,N,307,0,0,177.7,753,296,1,0
ABC989680,266, ,2/1/2013, , , ,Verified,64,ZIP3,DI,N,N,325,0,0,177.7,753,286,1,0
ABC989680,266, ,3/1/2013, , , ,Verified,64,ZIP3,DI,N,N,325,0,0,177.7,753,286,1,0
ABC989703,416, ,1/1/2013, , , ,Verified,63,ZIP2,MA,N,N,381,0,0,0,828.58,586,2,0
ABC989703,416, ,2/1/2013, , , ,Verified,63,ZIP2,MA,N,N,381,0,0,0,828.58,586,2,0
ABC989703,411, ,3/1/2013, , , ,Verified,63,ZIP2,MA,N,N,398,0,0,0,828.58,576,2,0
ABC989724,323, ,1/1/2013, , , ,Verified,49,ZIP5,DI,N,N,0,0,0,0,1004,400,1,0
ABC989724,323, ,2/1/2013, , , ,Verified,49,ZIP5,DI,N,N,0,0,0,0,1004,400,1,0
ABC989724,323, ,3/1/2013, , , ,Verified,49,ZIP5,DI,N,N,0,0,0,0,1004,400,1,0
ABC989737,285, ,1/1/2013, , , ,Verified,67,ZIP1,DI,N,N,0,0,0,0,0,0,1,0
ABC989737,285, ,2/1/2013, , , ,Verified,67,ZIP1,DI,N,N,0,0,0,0,0,0,1,0
ABC989737,279, ,3/1/2013, , , ,Verified,67,ZIP1,DI,N,N,279,0,0,0,864.07,312,1,0
ABC989761,306, ,1/1/2013, , , ,Verified,56,ZIP3,DI,N,N,0,0,0,0,0,0,1,0
ABC989761,306, ,2/1/2013, , , ,Verified,56,ZIP3,DI,N,N,0,0,0,0,0,0,1,0
ABC989761,306, ,3/1/2013, , , ,Verified,56,ZIP3,DI,N,N,0,0,0,0,0,0,1,0
ABC989787,252, ,1/1/2013, , , ,Verified,72,ZIP1,DI,N,N,371,0,0,0,754,258,1,0
ABC989787,252, ,2/1/2013, , , ,Verified,72,ZIP1,DI,N,N,371,0,0,0,754,258,1,0
ABC989787,246, ,3/1/2013, , , ,Verified,72,ZIP1,DI,N,N,389,0,0,0,754,246,1,0
ABC989789,243, ,1/1/2013, , , ,Verified,68,ZIP1,WI,N,N,401,0,532,0,666.99,240,1,0
ABC989789,0, ,2/1/2013, , , ,Verified,68,ZIP1,WI,N,N,1260,0,0,0,666.99,0,1,0
ABC989798,264, ,1/1/2013, , , ,Verified,46,ZIP4,DI,N,N,0,0,0,0,0,0,2,0
ABC989798,264, ,2/1/2013, , , ,Verified,46,ZIP4,DI,N,N,0,0,0,0,0,0,2,0
ABC989798,258, ,3/1/2013, , , ,Verified,46,ZIP4,DI,N,N,349,0,0,0,764,270,2,0
ABC989849,302, ,1/1/2013, , , ,Verified,65,ZIP5,MA,N,N,759,0,149,0,908.58,358,2,0
ABC989849,294, ,2/1/2013, , , ,Verified,65,ZIP5,MA,N,N,786,0,149,0,908.58,342,2,0
ABC989849,294, ,3/1/2013, , , ,Verified,65,ZIP5,MA,N,N,786,0,149,0,908.58,342,2,0
ABC989866,224, ,1/1/2013, , , ,Verified,68,ZIP3,NM,N,N,464,0,0,0,662,202,1,0
ABC989866,224, ,2/1/2013, , , ,Verified,68,ZIP3,NM,N,N,464,0,0,0,662,202,1,0
ABC989885,323, ,1/1/2013, , , ,Verified,27,ZIP4,NM,N,,0,0,0,0,0,0,1,0
ABC989885,323, ,3/1/2013, , , ,Verified,27,ZIP4,NM,N,,0,0,0,0,176,400,1,0
ABC989894,0,422,1/1/2013,422, , ,Verified,72,ZIP2,MA,N,N,1237,0,0,0,804,72,2,0
ABC989894,0,422,2/1/2013,422, , ,Verified,72,ZIP2,MA,N,N,1237,0,0,0,804,72,2,0
ABC989894,0,422,3/1/2013,422, , ,Verified,72,ZIP2,MA,N,N,1237,0,0,0,804,72,2,0
ABC989898,323, ,1/1/2013, , , ,Verified,63,ZIP5,DI,N,N,0,0,399,0,1054,400,1,0
ABC989898,323, ,2/1/2013, , , ,Verified,63,ZIP5,DI,N,N,0,0,399,0,1054,400,1,0
ABC989898,323, ,3/1/2013, , , ,Verified,63,ZIP5,DI,N,N,0,0,414,0,1054,400,1,0
ABC989946,323, ,1/1/2013, , , ,Verified,39,ZIP1,NM,N,N,0,0,0,0,0,400,1,0
ABC989946,323, ,2/1/2013, , , ,Verified,39,ZIP1,NM,N,N,0,0,0,0,0,400,1,0
ABC989946,323, ,3/1/2013, , , ,Verified,39,ZIP1,NM,N,N,0,0,0,0,0,400,1,0
ABC989972,323, ,1/1/2013, , , ,Unverified,78,ZIP5,DI,N,N,0,0,0,0,747,400,1,0
ABC989972,323, ,2/1/2013, , , ,Unverified,78,ZIP5,DI,N,N,0,0,0,0,747,400,1,0
ABC989972,323, ,3/1/2013, , , ,Unverified,78,ZIP5,DI,N,N,0,0,0,0,747,400,1,0
ABC989983,360, ,1/1/2013, , , ,Verified,55,ZIP5,DI,N,N,568,0,0,0,1054,474,1,1
ABC989983,360, ,2/1/2013, , , ,Verified,55,ZIP5,DI,N,N,568,0,0,0,1054,474,1,1
ABC989983,360, ,3/1/2013, , , ,Verified,55,ZIP5,DI,N,N,568,0,0,0,1054,474,1,1
ABC990042,216, ,1/1/2013, , , ,Verified,64,ZIP2,NM,N,N,491,0,0,0,604,186,1,0
ABC990042,216, ,2/1/2013, , , ,Verified,64,ZIP2,NM,N,N,491,0,0,0,604,186,1,0
ABC990042,216, ,3/1/2013, , , ,Verified,64,ZIP2,NM,N,N,491,0,0,0,604,186,1,0
ABC990083,490, ,1/1/2013, , , ,Verified,33,ZIP3,NM,N,N,0,0,0,0,1004,734,1,1
ABC990083,490, ,2/1/2013, , , ,Verified,33,ZIP3,NM,N,N,0,0,0,0,1004,734,1,1
ABC990083,490, ,3/1/2013, , , ,Verified,33,ZIP3,NM,N,N,0,0,0,0,1004,734,1,1
ABC990096,158, ,1/1/2013, , , ,Verified,46,ZIP3,MA,N,Y,652,0,0,0,443,88,1,0
ABC990096,167, ,2/1/2013, , , ,Verified,46,ZIP3,MA,N,Y,652,0,0,0,443,88,1,0
ABC990096,167, ,3/1/2013, , , ,Verified,46,ZIP3,MA,N,Y,652,0,0,0,443,88,1,0
ABC990133,148, ,1/1/2013, , , ,Verified,71,ZIP2,DI,N,N,716,0,0,0,379,50,1,0
ABC990133,148, ,2/1/2013, , , ,Verified,71,ZIP2,DI,N,N,716,0,0,0,379,50,1,0
ABC990133,148, ,3/1/2013, , , ,Verified,71,ZIP2,DI,N,N,716,0,0,0,379,50,1,0
ABC990162,139, ,1/1/2013, , , ,Verified,53,ZIP5,DI,N,N,1017,0,0,0,604,32,2,0
ABC990162,178, ,2/1/2013, , , ,Verified,53,ZIP5,DI,N,N,616,0,436.1,0,604,110,2,0
ABC990162,178, ,3/1/2013, , , ,Verified,53,ZIP5,DI,N,N,616,0,436.1,0,604,110,2,0
ABC990204,323, ,1/1/2013, , , ,Unverified,62,ZIP5,NM,N,N,0,0,0,0,0,0,1,0
ABC990204,323, ,2/1/2013, , , ,Unverified,62,ZIP5,NM,N,N,0,0,0,0,0,0,1,0
ABC990204,323, ,3/1/2013, , , ,Unverified,62,ZIP5,NM,N,N,0,0,0,0,0,0,1,0
ABC990316,244, ,2/1/2013, , , ,Verified,56,ZIP3,NM,N,N,398,0,0,0,736,242,1,0
ABC990316,244, ,3/1/2013, , , ,Verified,56,ZIP3,NM,N,N,398,0,0,0,736,242,1,0
ABC990323,154, ,1/1/2013, , , ,Verified,58,ZIP1,NM,N,N,696,0,0,0,373,62,1,0
ABC990323,154, ,2/1/2013, , , ,Verified,58,ZIP1,NM,N,N,696,0,0,0,373,62,1,0
ABC990323,154, ,3/1/2013, , , ,Verified,58,ZIP1,NM,N,N,696,0,0,0,373,62,1,0
ABC990369,323, ,1/1/2013, , , ,Verified,61,ZIP2,NM,N,N,0,0,0,0,0,400,1,0
ABC990369,323, ,2/1/2013, , , ,Verified,61,ZIP2,NM,N,N,0,0,0,0,0,400,1,0
ABC990369,210, ,3/1/2013, , , ,Verified,61,ZIP2,NM,N,N,509,0,0,0,604,174,1,0
ABC990385,163, ,1/1/2013, , , ,Verified,67,ZIP2,NM,N,N,0,0,0,0,0,0,1,0
ABC990385,163, ,2/1/2013, , , ,Verified,67,ZIP2,NM,N,N,0,0,0,0,0,0,1,0
ABC990385,163, ,3/1/2013, , , ,Verified,67,ZIP2,NM,N,N,0,0,0,0,0,0,1,0
ABC990398,270, ,1/1/2013, , , ,Verified,80,ZIP5,DI,N,N,310,0,0,0,815.37,294,1,0
ABC990398,265, ,2/1/2013, , , ,Verified,80,ZIP5,DI,N,N,328,0,0,0,815.37,284,1,0
ABC990398,265, ,3/1/2013, , , ,Verified,80,ZIP5,DI,N,N,328,0,0,0,815.37,284,1,0
ABC990415,490, ,2/1/2013, , , ,Verified,62,ZIP2,NM,N,N,0,0,0,0,1094,734,2,0
ABC990415,490, ,3/1/2013, , , ,Verified,62,ZIP2,NM,N,N,0,0,0,0,1094,734,2,0
ABC990427,139, ,1/1/2013, , , ,Verified,73,ZIP1,DI,N,N,794,0,0,0,453,32,1,0
ABC990427,279, ,2/1/2013, , , ,Verified,73,ZIP1,DI,N,N,280,0,297,0,788,312,1,0
ABC990427,286, ,3/1/2013, , , ,Verified,73,ZIP1,DI,N,N,257,0,311.99,0,788,326,1,0
ABC990429,152, ,1/1/2013, , , ,Verified,71,ZIP2,NM,N,N,0,0,0,0,0,0,1,0
ABC990429,152, ,2/1/2013, , , ,Verified,71,ZIP2,NM,N,N,0,0,0,0,0,0,1,0
ABC990429,152, ,3/1/2013, , , ,Verified,71,ZIP2,NM,N,N,0,0,0,0,0,0,1,0
ABC990443,649, ,1/1/2013, , , ,Verified,58,ZIP5,WI,N,N,0,0,0,0,1460.44,1052,1,2
ABC990443,649, ,2/1/2013, , , ,Verified,58,ZIP5,WI,N,N,0,0,0,0,1460.44,1052,1,2
ABC990443,649, ,3/1/2013, , , ,Verified,58,ZIP5,WI,N,N,0,0,0,0,1460.44,1052,1,2
ABC990446,323, ,1/1/2013, , , ,Unverified,47,ZIP5,WI,N,N,0,0,0,0,0,0,1,0
ABC990446,323, ,2/1/2013, , , ,Unverified,47,ZIP5,WI,N,N,0,0,0,0,0,0,1,0
ABC990446,323, ,3/1/2013, , , ,Unverified,47,ZIP5,WI,N,N,0,0,0,0,0,0,1,0
ABC990451,337, ,1/1/2013, , , ,Verified,53,ZIP2,MA,N,N,1174,0,0,0,1104,428,2,1
ABC990451,337,518,2/1/2013, ,518, ,Verified,53,ZIP2,MA,N,N,1174,0,0,0,1104,428,2,1
ABC990451,337,518,3/1/2013, ,518, ,Verified,53,ZIP2,MA,N,N,1174,0,0,0,1104,428,2,1
ABC990460,328, ,1/1/2013, , , ,Unverified,44,ZIP5,MA,N,N,0,0,0,0,0,0,2,2
ABC990460,328, ,2/1/2013, , , ,Unverified,44,ZIP5,MA,N,N,0,0,0,0,0,0,2,2
ABC990460,311, ,3/1/2013, , , ,Unverified,44,ZIP5,MA,N,N,1734,0,0,0,1498.82,376,2,2
ABC990462,323, ,1/1/2013, , , ,Unverified,59,ZIP2,WI,N,N,0,0,0,0,232,400,1,0
ABC990462,323, ,2/1/2013, , , ,Unverified,59,ZIP2,WI,N,N,0,0,0,0,232,400,1,0
ABC990462,323, ,3/1/2013, , , ,Unverified,59,ZIP2,WI,N,N,0,0,0,0,232,400,1,0
ABC990478,649, ,1/1/2013, , , ,Verified,48,ZIP2,DI,N,N,0,0,0,0,794,1052,1,2
ABC990478,649, ,2/1/2013, , , ,Verified,48,ZIP2,DI,N,N,0,0,0,0,794,1052,1,2
ABC990478,649, ,3/1/2013, , , ,Verified,48,ZIP2,DI,N,N,0,0,0,0,794,1052,1,2
ABC990479,242, ,1/1/2013, , , ,Verified,28,ZIP5,MA,N,N,0,0,0,0,0,0,2,2
ABC990479,242, ,2/1/2013, , , ,Verified,28,ZIP5,MA,N,N,0,0,0,0,0,0,2,2
ABC990479,242, ,3/1/2013, , , ,Verified,28,ZIP5,MA,N,N,0,0,0,0,0,0,2,2
ABC990504,250, ,1/1/2013, , , ,Unverified,77,ZIP4,DI,N,N,0,0,0,0,0,0,1,0
ABC990504,230,20,2/1/2013,20, , ,Unverified,77,ZIP4,DI,N,N,444,0,0,0,1012.97,214,1,0
ABC990504,230,20,3/1/2013,20, , ,Unverified,77,ZIP4,DI,N,N,444,0,0,0,1012.97,214,1,0
ABC990511,323, ,1/1/2013, , , ,Unverified,58,ZIP1,DI,N,N,0,0,0,0,1054,400,1,0
ABC990511,323, ,2/1/2013, , , ,Unverified,58,ZIP1,DI,N,N,0,0,0,0,1054,400,1,0
ABC990511,323, ,3/1/2013, , , ,Unverified,58,ZIP1,DI,N,N,0,0,0,0,1054,400,1,0
ABC990513,289, ,1/1/2013, , , ,Verified,53,ZIP1,DI,N,N,247,0,247,0,821,332,1,0
ABC990513,289, ,3/1/2013, , , ,Verified,53,ZIP1,DI,N,N,247,0,247,0,821,332,1,0
ABC990531,258, ,1/1/2013, , , ,Verified,62,ZIP5,DI,N,N,350,0,0,0,745,270,1,0
ABC990531,258, ,2/1/2013, , , ,Verified,62,ZIP5,DI,N,N,350,0,0,0,745,270,1,0
ABC990531,258, ,3/1/2013, , , ,Verified,62,ZIP5,DI,N,N,350,0,0,0,745,270,1,0
ABC990551,204, ,1/1/2013, , , ,Verified,78,ZIP5,NM,N,N,531,0,0,0,954,162,1,0
ABC990551,204, ,2/1/2013, , , ,Verified,78,ZIP5,NM,N,N,531,0,0,0,954,162,1,0
ABC990551,204, ,3/1/2013, , , ,Verified,78,ZIP5,NM,N,N,531,0,0,0,954,162,1,0
ABC990558,246, ,1/1/2013, , , ,Unverified,62,ZIP1,DI,N,N,389,0,0,0,706,246,1,0
ABC990558,246, ,2/1/2013, , , ,Unverified,62,ZIP1,DI,N,N,389,0,0,0,706,246,1,0
ABC990558,246, ,3/1/2013, , , ,Unverified,62,ZIP1,DI,N,N,389,0,0,0,706,246,1,0
ABC990567,218, ,2/1/2013, , , ,Verified,39,ZIP1,DI,N,Y,1040,0,0,0,1054,190,2,4
ABC990567,218, ,3/1/2013, , , ,Verified,39,ZIP1,DI,N,Y,1040,0,0,0,1054,190,2,4
ABC990592,235, ,1/1/2013, , , ,Verified,70,ZIP4,DI,N,N,428,0,0,0,698,224,1,0
ABC990592,230, ,2/1/2013, , , ,Verified,70,ZIP4,DI,N,N,445,0,0,0,698,214,1,0
ABC990592,230, ,3/1/2013, , , ,Verified,70,ZIP4,DI,N,N,445,0,0,0,698,214,1,0
ABC990611,239, ,1/1/2013, , , ,Verified,59,ZIP2,DI,N,N,414,0,0,0,729,232,1,0
ABC990611,239, ,2/1/2013, , , ,Verified,59,ZIP2,DI,N,N,414,0,0,0,729,232,1,0
ABC990611,239, ,3/1/2013, , , ,Verified,59,ZIP2,DI,N,N,414,0,0,0,729,232,1,0
ABC990612,649, ,1/1/2013, , , ,Verified,51,ZIP1,DI,N,N,0,0,0,0,654,1052,1,3
ABC990612,649, ,2/1/2013, , , ,Verified,51,ZIP1,DI,N,N,0,0,0,0,654,1052,1,3
ABC990612,649, ,3/1/2013, , , ,Verified,51,ZIP1,DI,N,N,0,0,0,0,654,1052,1,3
ABC990613,323, ,1/1/2013, , , ,Verified,49,ZIP1,NM,N,N,0,0,0,0,0,400,1,0
ABC990613,323, ,2/1/2013, , , ,Verified,49,ZIP1,NM,N,N,0,0,0,0,0,400,1,0
ABC990613,323, ,3/1/2013, , , ,Verified,49,ZIP1,NM,N,N,0,0,0,0,0,400,1,0
ABC990676,266, ,1/1/2013, , , ,Verified,60,ZIP4,NM,N,N,323,0,0,0,802,286,1,0
ABC990676,261, ,2/1/2013, , , ,Verified,60,ZIP4,NM,N,N,341,0,0,0,802,276,1,0
ABC990676,263, ,3/1/2013, , , ,Verified,60,ZIP4,NM,N,N,333,0,0,0,810,280,1,0
ABC990691,284, ,1/1/2013, , , ,Verified,61,ZIP1,NM,N,N,264,0,0,0,860.72,322,1,0
ABC990719,323, ,1/1/2013, , , ,Verified,51,ZIP3,DI,N,N,0,0,0,0,782.79,400,1,0
ABC990719,323, ,2/1/2013, , , ,Verified,51,ZIP3,DI,N,N,0,0,0,0,782.79,400,1,0
ABC990719,323, ,3/1/2013, , , ,Verified,51,ZIP3,DI,N,N,0,0,0,0,782.79,400,1,0
ABC990728,292, ,1/1/2013, , , ,Verified,67,ZIP4,NM,N,N,237,0,0,0,905.5,338,1,0
ABC990728,292, ,2/1/2013, , , ,Verified,67,ZIP4,NM,N,N,236,0,0,0,905.5,338,1,0
ABC990728,292, ,3/1/2013, , , ,Verified,67,ZIP4,NM,N,N,236,0,0,0,905.5,338,1,0
ABC990738,172, ,1/1/2013, , , ,Verified,67,ZIP2,WI,N,N,0,0,0,0,0,0,1,0
ABC990738,0,168,2/1/2013,168, , ,Verified,67,ZIP2,WI,N,N,1016,0,0,0,604,32,1,0
ABC990738,0,168,3/1/2013,168, , ,Verified,67,ZIP2,WI,N,N,1016,0,0,0,604,32,1,0
ABC990748,139, ,1/1/2013, , , ,Verified,70,ZIP5,NM,N,,896,0,201,0,804,32,1,0
ABC990748,139, ,2/1/2013, , , ,Verified,70,ZIP5,NM,N,,896,0,201,0,804,32,1,0
ABC990748,139, ,3/1/2013, , , ,Verified,70,ZIP5,NM,N,,896,0,201,0,804,32,1,0
ABC990783,490, ,1/1/2013, , , ,Verified,34,ZIP4,NM,N,N,0,0,0,0,979,734,1,1
ABC990783,490, ,2/1/2013, , , ,Verified,34,ZIP4,NM,N,N,0,0,0,0,979,734,1,1
ABC990783,490, ,3/1/2013, , , ,Verified,34,ZIP4,NM,N,N,0,0,0,0,979,734,1,1
ABC990794,490, ,1/1/2013, , , ,Unverified,57,ZIP4,MA,N,N,0,0,0,0,774,734,2,0
ABC990794,449, ,2/1/2013, , , ,Unverified,57,ZIP4,MA,N,N,269,0,0,0,774,652,2,0
ABC990794,417, ,3/1/2013, , , ,Unverified,57,ZIP4,MA,N,N,269,0,0,0,774,652,2,0
ABC990836,323, ,1/1/2013, , , ,Unverified,65,ZIP2,NM,N,N,0,0,0,0,549,400,1,0
ABC990836,323, ,2/1/2013, , , ,Unverified,65,ZIP2,NM,N,N,0,0,0,0,549,400,1,0
ABC990836,323, ,3/1/2013, , , ,Unverified,65,ZIP2,NM,N,N,0,0,0,0,549,400,1,0
ABC990857,0, ,3/1/2013, , , ,Verified,53,ZIP2,DI,N,,1989,0,0,0,1463,0,2,2
ABC990872,163, ,1/1/2013, , , ,Verified,72,ZIP2,DI,N,N,666,0,353,0,364,80,1,0
ABC990872,163, ,2/1/2013, , , ,Verified,72,ZIP2,DI,N,N,666,0,353,0,364,80,1,0
ABC990872,163, ,3/1/2013, , , ,Verified,72,ZIP2,DI,N,N,666,0,353,0,364,80,1,0
ABC990902,490, ,1/1/2013, , , ,Verified,38,ZIP5,MA,N,N,0,0,367,0,1488.67,734,2,0
ABC990902,490, ,2/1/2013, , , ,Verified,38,ZIP5,MA,N,N,0,0,486.9,0,1488.67,734,2,0
ABC990902,490, ,3/1/2013, , , ,Verified,38,ZIP5,MA,N,N,0,0,382,0,1488.67,734,2,0
ABC990936,601, ,1/1/2013, , , ,Verified,48,ZIP5,DI,N,N,0,0,0,0,0,0,2,2
ABC990936,601, ,2/1/2013, , , ,Verified,48,ZIP5,DI,N,N,0,0,0,0,0,0,2,2
ABC990936,601, ,3/1/2013, , , ,Verified,48,ZIP5,DI,N,N,0,0,0,0,0,0,2,2
ABC990999,689, ,1/1/2013, , , ,Verified,30,ZIP4,NM,N,N,0,0,0,0,0,0,1,3
ABC990999,689, ,2/1/2013, , , ,Verified,30,ZIP4,NM,N,N,0,0,0,0,0,0,1,3
ABC991001,323, ,1/1/2013, , , ,Verified,26,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC991001,323, ,2/1/2013, , , ,Verified,26,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC991001,0, ,3/1/2013, , , ,Verified,26,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC991004,152, ,1/1/2013, , , ,Verified,85,ZIP3,WI,N,N,0,0,0,0,0,0,1,0
ABC991004,148, ,2/1/2013, , , ,Verified,85,ZIP3,WI,N,N,716,0,0,0,330,50,1,0
ABC991004,148, ,3/1/2013, , , ,Verified,85,ZIP3,WI,N,N,716,0,0,0,330,50,1,0
ABC991016,297, ,1/1/2013, , , ,Verified,41,ZIP2,DI,N,N,0,0,0,0,0,0,1,0
ABC991016,323, ,2/1/2013, , , ,Verified,41,ZIP2,DI,N,N,0,0,0,0,1004,400,1,0
ABC991016,323, ,3/1/2013, , , ,Verified,41,ZIP2,DI,N,N,0,0,0,0,1004,400,1,0
