ID,Benefit_Amt,Overpayment_Amount,Payment_Date,Dollar_Error1,Dollar_Error2,Dollar_Error3,Citizenship,Age_in_yrs,ZipCodes,Marital_Status,Previous_Felony,Moved_from_out_of_state_12_mths,Income,Dependent_Care_Amount,Medical_Expense_Amount,Child_Support_Amount,Rent_Amount,Monthly_Benefit,Number_Adults,Number_Children
ABC991038,352, ,1/1/2013, , , ,Verified,60,ZIP4,MA,N,N,592,0,0,0,1415.95,458,2,0
ABC991038,352, ,2/1/2013, , , ,Verified,60,ZIP4,MA,N,N,592,0,0,0,1415.95,458,2,0
ABC991038,352, ,3/1/2013, , , ,Verified,60,ZIP4,MA,N,N,592,0,0,0,1415.95,458,2,0
ABC991046,337, ,1/1/2013, , , ,Verified,77,ZIP2,MA,N,N,644,0,0,0,1138.38,428,2,0
ABC991046,337, ,2/1/2013, , , ,Verified,77,ZIP2,MA,N,N,644,0,0,0,1138.38,428,2,0
ABC991046,337, ,3/1/2013, , , ,Verified,77,ZIP2,MA,N,N,644,0,0,0,1138.38,428,2,0
ABC991088,200, ,1/1/2013, , , ,Verified,59,ZIP2,NM,N,N,0,0,0,0,0,0,1,0
ABC991088,200, ,2/1/2013, , , ,Verified,59,ZIP2,NM,N,N,0,0,0,0,0,0,1,0
ABC991088,200, ,3/1/2013, , , ,Verified,59,ZIP2,NM,N,N,0,0,0,0,0,0,1,0
ABC991109,323, ,1/1/2013, , , ,Verified,60,ZIP5,DI,N,N,0,0,0,0,1054,400,1,0
ABC991109,323, ,2/1/2013, , , ,Verified,60,ZIP5,DI,N,N,0,0,0,0,1054,400,1,0
ABC991109,323, ,3/1/2013, , , ,Verified,60,ZIP5,DI,N,N,0,0,0,0,1054,400,1,0
ABC991150,284, ,2/1/2013, , , ,Verified,59,ZIP5,DI,N,N,265,0,0,0,1104,322,1,0
ABC991150,284, ,3/1/2013, , , ,Verified,59,ZIP5,DI,N,N,265,0,0,0,1104,322,1,0
ABC991151,309, ,1/1/2013, , , ,Verified,58,ZIP3,NM,N,N,736,0,0,0,0,372,2,0
ABC991151,309, ,2/1/2013, , , ,Verified,58,ZIP3,NM,N,N,736,0,0,0,0,372,2,0
ABC991151,309, ,3/1/2013, , , ,Verified,58,ZIP3,NM,N,N,736,0,0,0,0,372,2,0
ABC991210,336, ,1/1/2013, , , ,Unverified,56,ZIP4,MA,N,N,646,0,0,0,1443.68,426,2,0
ABC991210,336, ,2/1/2013, , , ,Unverified,56,ZIP4,MA,N,N,646,0,0,0,1443.68,426,2,0
ABC991210,336, ,3/1/2013, , , ,Unverified,56,ZIP4,MA,N,N,646,0,0,0,1443.68,426,2,0
ABC991225,323, ,1/1/2013, , , ,Verified,60,ZIP3,DI,N,N,0,0,0,0,1321.43,400,1,0
ABC991225,323, ,2/1/2013, , , ,Verified,60,ZIP3,DI,N,N,0,0,0,0,1321.43,400,1,0
ABC991225,323, ,3/1/2013, , , ,Verified,60,ZIP3,DI,N,N,0,0,0,0,1321.43,400,1,0
ABC991243,0, ,2/1/2013, , , ,Unverified,27,ZIP1,NM,N,N,0,0,0,0,0,0,1,0
ABC991243,0, ,3/1/2013, , , ,Unverified,27,ZIP1,NM,N,N,0,0,0,0,0,0,1,0
ABC991265,268, ,1/1/2013, , , ,Verified,45,ZIP3,DI,N,N,746,0,0,0,800,366,1,1
ABC991265,268, ,2/1/2013, , , ,Verified,45,ZIP3,DI,N,N,833,0,0,0,800,314,1,1
ABC991265,280, ,3/1/2013, , , ,Verified,45,ZIP3,DI,N,N,833,0,0,0,800,314,1,1
ABC991278,0, ,2/1/2013, , , ,Verified,58,ZIP1,NM,N,Y,0,0,0,0,0,0,1,0
ABC991278,0, ,3/1/2013, , , ,Verified,58,ZIP1,NM,N,Y,0,0,0,0,0,0,1,0
ABC991282,490, ,1/1/2013, , , ,Verified,28,ZIP2,NM,N,N,0,0,0,0,0,734,1,1
ABC991282,270,233,2/1/2013, ,233, ,Verified,28,ZIP2,NM,N,N,1310,0,0,0,0,734,1,1
ABC991282,270,233,3/1/2013, ,233, ,Verified,28,ZIP2,NM,N,N,1310,0,0,0,0,734,1,1
ABC991364,791, ,1/1/2013, , , ,Verified,42,ZIP5,DI,N,N,0,0,0,0,0,0,2,5
ABC991364,791, ,2/1/2013, , , ,Verified,42,ZIP5,DI,N,N,0,0,0,0,0,0,2,5
ABC991364,791, ,3/1/2013, , , ,Verified,42,ZIP5,DI,N,N,0,0,0,0,927,1336,2,5
ABC991395,251, ,3/1/2013, , , ,Unverified,56,ZIP1,NM,N,N,373,0,0,0,770,256,1,0
ABC991401,323, ,1/1/2013, , , ,Verified,53,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC991401,323, ,3/1/2013, , , ,Verified,53,ZIP3,NM,N,N,0,0,0,0,0,400,1,0
ABC991459,258, ,1/1/2013, , , ,Verified,38,ZIP3,MA,N,,1911,0,0,0,936,270,2,3
ABC991459,258, ,2/1/2013, , , ,Verified,38,ZIP3,MA,N,,1911,0,0,0,936,270,2,3
ABC991459,258, ,3/1/2013, , , ,Verified,38,ZIP3,MA,N,,1911,0,0,0,936,270,2,3
ABC991461,458, ,1/1/2013, , , ,Unverified,43,ZIP2,DI,N,N,239,0,0,0,904,670,1,1
ABC991461,458, ,2/1/2013, , , ,Unverified,43,ZIP2,DI,N,N,239,0,0,0,904,670,1,1
ABC991461,458, ,3/1/2013, , , ,Unverified,43,ZIP2,DI,N,N,239,0,0,0,904,670,1,1
ABC991505,592, ,1/1/2013, , , ,Verified,34,ZIP3,NM,N,N,0,0,0,0,0,0,1,2
ABC991505,0, ,3/1/2013, , , ,Verified,34,ZIP3,NM,N,N,0,0,0,0,261,1052,1,2
ABC991510,242, ,1/1/2013, , , ,Unverified,27,ZIP3,MA,N,N,0,0,0,0,0,0,2,0
ABC991510,242, ,2/1/2013, , , ,Unverified,27,ZIP3,MA,N,N,0,0,0,0,0,0,2,0
ABC991510,242,321.3,3/1/2013, ,321.3, ,Unverified,27,ZIP3,MA,N,N,862,0,0,0,1254,296,2,0
ABC991580,299, ,1/1/2013, , , ,Verified,68,ZIP1,DI,N,N,0,0,0,0,0,0,1,0
ABC991580,299, ,2/1/2013, , , ,Verified,68,ZIP1,DI,N,N,0,0,0,0,0,0,1,0
ABC991580,294, ,3/1/2013, , , ,Verified,68,ZIP1,DI,N,N,231,0,0,0,912.61,342,1,0
ABC991626,323, ,1/1/2013, , , ,Verified,63,ZIP5,DI,N,N,0,0,0,0,864,400,1,0
ABC991626,323, ,2/1/2013, , , ,Verified,63,ZIP5,DI,N,N,0,0,0,0,864,400,1,0
ABC991626,323, ,3/1/2013, , , ,Verified,63,ZIP5,DI,N,N,0,0,0,0,864,400,1,0
ABC991644,323, ,1/1/2013, , , ,Unverified,67,ZIP4,NM,N,N,0,0,0,0,1039,400,1,0
ABC991644,323, ,2/1/2013, , , ,Unverified,67,ZIP4,NM,N,N,0,0,0,0,1039,400,1,0
ABC991644,323, ,3/1/2013, , , ,Unverified,67,ZIP4,NM,N,N,0,0,0,0,1039,400,1,0
ABC991652,303,486,1/1/2013, ,486, ,Verified,58,ZIP1,MA,N,N,0,0,0,0,0,0,2,0
ABC991652,0,486,2/1/2013, ,486, ,Verified,58,ZIP1,MA,N,N,1455,0,0,0,1204,0,2,0
ABC991652,0,486,3/1/2013, ,486, ,Verified,58,ZIP1,MA,N,N,1455,0,0,0,1204,0,2,0
ABC991659,490, ,1/1/2013, , , ,Verified,51,ZIP2,NM,N,N,0,0,0,0,800.33,734,1,1
ABC991659,490, ,2/1/2013, , , ,Verified,51,ZIP2,NM,N,N,0,0,0,0,800.33,734,1,1
ABC991659,490, ,3/1/2013, , , ,Verified,51,ZIP2,NM,N,N,0,0,0,0,800.33,734,1,1
ABC991692,239, ,1/1/2013, , , ,Verified,36,ZIP3,NM,N,N,415,0,0,0,710,232,1,0
ABC991692,233, ,2/1/2013, , , ,Verified,36,ZIP3,NM,N,N,433,0,0,0,710,220,1,0
ABC991692,233, ,3/1/2013, , , ,Verified,36,ZIP3,NM,N,N,433,0,0,0,710,220,1,0
ABC991693,299,945,1/1/2013, ,945, ,Verified,35,ZIP5,DI,N,N,1300,0,233.9,159,836,352,2,3
ABC991693,299,945,2/1/2013, ,945, ,Verified,35,ZIP5,DI,N,N,1300,0,233.9,159,836,352,2,3
ABC991693,299,945,3/1/2013, ,945, ,Verified,35,ZIP5,DI,N,N,1300,0,233.9,159,836,352,2,3
ABC991732,315, ,1/1/2013, , , ,Verified,53,ZIP5,NM,N,N,0,0,0,0,0,0,1,0
ABC991732,315, ,2/1/2013, , , ,Verified,53,ZIP5,NM,N,N,0,0,0,0,0,0,1,0
ABC991732,309, ,3/1/2013, , , ,Verified,53,ZIP5,NM,N,N,179,0,0,0,934,372,1,0
ABC991737,315, ,1/1/2013, , , ,Verified,69,ZIP3,DI,N,N,160,0,0,0,1199,384,1,0
ABC991737,315, ,2/1/2013, , , ,Verified,69,ZIP3,DI,N,N,160,0,0,0,1199,384,1,0
ABC991737,315, ,3/1/2013, , , ,Verified,69,ZIP3,DI,N,N,160,0,0,0,1199,384,1,0
ABC991805,250, ,1/1/2013, , , ,Verified,66,ZIP4,DI,N,N,376,0,0,0,719,254,1,0
ABC991805,250, ,2/1/2013, , , ,Verified,66,ZIP4,DI,N,N,376,0,0,0,719,254,1,0
ABC991805,253, ,3/1/2013, , , ,Verified,66,ZIP4,DI,N,N,368,0,0,0,727,260,1,0
ABC991831,546, ,1/1/2013, , , ,Verified,63,ZIP3,DI,N,N,0,0,0,0,0,0,2,2
ABC991831,546, ,2/1/2013, , , ,Verified,63,ZIP3,DI,N,N,0,0,0,0,0,0,2,2
ABC991831,546, ,3/1/2013, , , ,Verified,63,ZIP3,DI,N,N,0,0,0,0,0,0,2,2
ABC991833,139, ,1/1/2013, , , ,Verified,56,ZIP3,NM,N,N,826,0,207.95,0,461,32,1,0
ABC991833,139, ,2/1/2013, , , ,Verified,56,ZIP3,NM,N,N,904,0,207.95,0,461,32,1,0
ABC991833,139, ,3/1/2013, , , ,Verified,56,ZIP3,NM,N,N,844,0,207.95,0,346,32,1,0
ABC991853,791, ,1/1/2013, , , ,Verified,37,ZIP5,NM,N,N,0,0,0,0,0,1336,1,3
ABC991853,791, ,2/1/2013, , , ,Verified,37,ZIP5,NM,N,N,0,0,0,0,0,1336,1,3
ABC991853,734, ,3/1/2013, , , ,Verified,37,ZIP5,NM,N,N,325,0,0,0,0,1222,1,3
ABC991854,323, ,1/1/2013, , , ,Unverified,36,ZIP5,NM,N,N,0,0,0,0,0,400,1,0
ABC991854,323, ,2/1/2013, , , ,Unverified,36,ZIP5,NM,N,N,0,0,0,0,0,400,1,0
ABC991854,323, ,3/1/2013, , , ,Unverified,36,ZIP5,NM,N,N,0,0,0,0,0,400,1,0
ABC991856,323, ,1/1/2013, , , ,Unverified,49,ZIP5,NM,N,N,0,0,0,0,0,400,1,0
ABC991856,323, ,2/1/2013, , , ,Unverified,49,ZIP5,NM,N,N,0,0,0,0,0,400,1,0
ABC991856,323, ,3/1/2013, , , ,Unverified,49,ZIP5,NM,N,N,0,0,0,0,0,400,1,0
ABC991910,261, ,2/1/2013, , , ,Verified,80,ZIP4,NM,N,N,340,0,0,0,804,276,1,0
ABC991910,261, ,3/1/2013, , , ,Verified,80,ZIP4,NM,N,N,335,0,0,0,808.34,280,1,0
ABC991917,460, ,1/1/2013, , , ,Verified,58,ZIP2,DI,N,N,234,0,0,0,861,674,1,1
ABC991917,460, ,2/1/2013, , , ,Verified,58,ZIP2,DI,N,N,234,0,0,0,861,674,1,1
ABC991917,460, ,3/1/2013, , , ,Verified,58,ZIP2,DI,N,N,234,0,0,0,861,674,1,1
ABC991929,323, ,1/1/2013, , , ,Unverified,60,ZIP3,NM,N,N,0,0,0,0,604,400,1,0
ABC991929,323, ,2/1/2013, , , ,Unverified,60,ZIP3,NM,N,N,0,0,0,0,604,400,1,0
ABC991929,323, ,3/1/2013, , , ,Unverified,60,ZIP3,NM,N,N,0,0,0,0,604,400,1,0
ABC991936,881, ,1/1/2013, , , ,Verified,40,ZIP3,MA,N,N,781,0,0,0,0,1516,2,4
ABC991936,1075, ,2/1/2013, , , ,Verified,40,ZIP3,MA,N,N,0,0,0,0,0,1904,2,4
ABC991936,1075, ,3/1/2013, , , ,Verified,40,ZIP3,MA,N,N,0,0,0,0,0,1904,2,4
ABC991941,0, ,2/1/2013, , , ,Verified,32,ZIP5,NM,N,N,0,0,0,0,0,0,0,0
ABC991941,0, ,3/1/2013, , , ,Verified,32,ZIP5,NM,N,N,0,0,0,0,0,0,0,0
ABC991957,379, ,1/1/2013, , , ,Verified,58,ZIP1,NM,N,N,505,0,0,0,972.52,512,2,0
ABC991957,360, ,2/1/2013, , , ,Verified,58,ZIP1,NM,N,N,539,0,0,0,972.52,490,2,0
ABC991957,352, ,3/1/2013, , , ,Verified,58,ZIP1,NM,N,N,595,0,0,0,920.37,458,2,0
ABC992005,223, ,1/1/2013, , , ,Verified,42,ZIP4,NM,N,N,0,0,0,0,0,0,1,0
ABC992005,223, ,2/1/2013, , , ,Verified,42,ZIP4,NM,N,N,0,0,0,0,0,0,1,0
ABC992005,219, ,3/1/2013, , , ,Verified,42,ZIP4,NM,N,N,480,0,0,0,1029,192,1,0
ABC992045,463, ,1/1/2013, , , ,Verified,46,ZIP2,NM,N,N,573,0,201,0,950,1072,2,2
ABC992045,463, ,2/1/2013, , , ,Verified,46,ZIP2,NM,N,N,573,0,201,0,950,1072,2,2
ABC992045,659, ,3/1/2013, , , ,Verified,46,ZIP2,NM,N,N,573,0,201,0,950,1072,2,2
ABC992054,649, ,1/1/2013, , , ,Verified,36,ZIP2,NM,N,N,0,0,0,0,176,1052,1,2
ABC992054,649, ,2/1/2013, , , ,Verified,36,ZIP2,NM,N,N,0,0,0,0,176,1052,1,2
ABC992054,649, ,3/1/2013, , , ,Verified,36,ZIP2,NM,N,N,0,0,0,0,176,1052,1,2
ABC992076,490, ,1/1/2013, , , ,Verified,36,ZIP4,NM,N,N,0,38,0,0,870,734,1,1
ABC992076,490, ,2/1/2013, , , ,Verified,36,ZIP4,NM,N,N,0,38,0,0,870,734,1,1
ABC992076,490, ,3/1/2013, , , ,Verified,36,ZIP4,NM,N,N,0,38,0,0,870,734,1,1
ABC992093,323, ,1/1/2013, , , ,Verified,36,ZIP3,NM,N,N,0,0,0,0,1304,400,1,0
ABC992093,264, ,2/1/2013, , , ,Verified,36,ZIP3,NM,N,N,329,0,0,0,964,282,1,0
ABC992134,548, ,1/1/2013, , , ,Verified,41,ZIP4,DI,N,N,400,0,0,0,306,1176,1,3
ABC992134,711, ,2/1/2013, , , ,Verified,41,ZIP4,DI,N,N,400,0,0,0,306,1176,1,3
ABC992134,711, ,3/1/2013, , , ,Verified,41,ZIP4,DI,N,N,400,0,0,0,306,1176,1,3
ABC992137,755, ,1/1/2013, , , ,Unverified,29,ZIP2,DI,N,N,253,0,0,0,687,1264,1,3
ABC992137,755, ,2/1/2013, , , ,Unverified,29,ZIP2,DI,N,N,253,0,0,0,687,1264,1,3
ABC992137,755, ,3/1/2013, , , ,Unverified,29,ZIP2,DI,N,N,253,0,0,0,687,1264,1,3
ABC992146,0, ,1/1/2013, , , ,Unverified,40,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC992146,0, ,2/1/2013, , , ,Unverified,40,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC992146,0, ,3/1/2013, , , ,Unverified,40,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC992212,235, ,1/1/2013, , , ,Verified,63,ZIP1,NM,N,N,428,0,0,0,739,224,1,0
ABC992212,235, ,2/1/2013, , , ,Verified,63,ZIP1,NM,N,N,428,0,0,0,739,224,1,0
ABC992212,235, ,3/1/2013, , , ,Verified,63,ZIP1,NM,N,N,428,0,0,0,739,224,1,0
ABC992236,490, ,1/1/2013, , , ,Verified,33,ZIP3,NM,Y,N,0,0,0,0,914,734,1,1
ABC992236,490, ,2/1/2013, , , ,Verified,33,ZIP3,NM,Y,N,0,0,0,0,914,734,1,1
ABC992236,490, ,3/1/2013, , , ,Verified,33,ZIP3,NM,Y,N,0,0,0,0,914,734,1,1
ABC992244,216, ,1/1/2013, , , ,Verified,51,ZIP3,NM,N,N,491,0,0,0,604,186,1,0
ABC992244,216, ,2/1/2013, , , ,Verified,51,ZIP3,NM,N,N,491,0,0,0,604,186,1,0
ABC992244,210, ,3/1/2013, , , ,Verified,51,ZIP3,NM,N,N,509,0,0,0,604,174,1,0
ABC992250,0, ,1/1/2013, , , ,Verified,84,ZIP4,NM,N,N,1082,0,0,0,604,0,1,0
ABC992250,0,383,2/1/2013, ,383, ,Verified,84,ZIP4,NM,N,N,1082,0,0,0,604,0,1,0
ABC992250,0,383,3/1/2013, ,383, ,Verified,84,ZIP4,NM,N,N,1082,0,0,0,604,0,1,0
ABC992259,188, ,1/1/2013, , , ,Verified,56,ZIP4,NM,N,N,584,0,0,0,511,130,1,0
ABC992259,188, ,2/1/2013, , , ,Verified,56,ZIP4,NM,N,N,0,0,0,0,0,0,1,0
ABC992259,182, ,3/1/2013, , , ,Verified,56,ZIP4,NM,N,N,602,0,0,0,511,118,1,0
ABC992305,158, ,1/1/2013, , , ,Verified,74,ZIP3,DI,N,N,684,0,0,0,371,70,1,0
ABC992305,158, ,2/1/2013, , , ,Verified,74,ZIP3,DI,N,N,684,0,0,0,371,70,1,0
ABC992305,158, ,3/1/2013, , , ,Verified,74,ZIP3,DI,N,N,684,0,0,0,371,70,1,0
ABC992308,323, ,2/1/2013, , , ,Verified,63,ZIP3,,N,N,0,0,0,0,979,400,1,0
ABC992308,323, ,3/1/2013, , , ,Verified,63,ZIP3,,N,N,0,0,0,0,979,400,1,0
ABC992316,649, ,1/1/2013, , , ,Verified,29,ZIP5,NM,N,N,0,0,0,0,594,1052,2,2
ABC992316,490, ,3/1/2013, , , ,Verified,29,ZIP5,NM,N,N,0,0,0,0,0,734,2,2
ABC992338,323, ,1/1/2013, , , ,Unverified,26,ZIP3,NM,N,N,0,0,0,0,0,400,1,0
ABC992338,323, ,2/1/2013, , , ,Unverified,26,ZIP3,NM,N,N,0,0,0,0,0,400,1,0
ABC992338,323, ,3/1/2013, , , ,Unverified,26,ZIP3,NM,N,N,0,0,0,0,0,400,1,0
ABC992360,205, ,1/1/2013, , , ,Unverified,73,ZIP5,WI,N,N,0,0,0,0,0,0,1,0
ABC992383,285, ,1/1/2013, , , ,Verified,67,ZIP5,DI,N,N,0,0,0,0,0,0,1,0
ABC992383,279, ,2/1/2013, , , ,Verified,67,ZIP5,DI,N,N,279,0,0,0,976.69,312,1,0
ABC992383,279, ,3/1/2013, , , ,Verified,67,ZIP5,DI,N,N,279,0,0,0,976.01,312,1,0
ABC992420,420, ,1/1/2013, , , ,Verified,33,ZIP2,NM,N,N,366,0,0,0,1154,594,1,1
ABC992420,420, ,2/1/2013, , , ,Verified,33,ZIP2,NM,N,N,366,0,0,0,1154,594,1,1
ABC992420,420, ,3/1/2013, , , ,Verified,33,ZIP2,NM,N,N,366,0,0,0,1154,594,1,1
ABC992423,0, ,1/1/2013, , , ,Unverified,26,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC992423,0,730,2/1/2013, , ,730,Unverified,26,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC992423,0,730,3/1/2013, , ,730,Unverified,26,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC992444,323, ,1/1/2013, , , ,Verified,42,ZIP4,NM,N,N,0,0,0,0,1104,400,1,0
ABC992444,323, ,2/1/2013, , , ,Verified,42,ZIP4,NM,N,N,704,0,0,0,0,58,1,0
ABC992444,323, ,3/1/2013, , , ,Verified,42,ZIP4,NM,N,N,716,0,0,0,0,50,1,0
ABC992474,490, ,1/1/2013, , , ,Verified,33,ZIP5,NM,N,N,0,0,0,0,0,734,1,1
ABC992474,0, ,2/1/2013, , , ,Verified,33,ZIP5,NM,N,N,0,0,0,0,0,734,1,1
ABC992474,0, ,3/1/2013, , , ,Verified,33,ZIP5,NM,N,N,0,0,0,0,0,734,1,1
ABC992475,342, ,1/1/2013, , , ,Unverified,,ZIP1,,,,0,0,0,0,0,0,1,1
ABC992475,342, ,2/1/2013, , , ,Unverified,,ZIP1,,,,0,0,0,0,0,0,1,1
ABC992509,482,1212.3,1/1/2013, ,1212.3, ,Verified,43,ZIP5,NM,N,N,2943,0,0,0,1604,718,2,6
ABC992509,0,1212.3,2/1/2013,1212.3, , ,Verified,43,ZIP5,NM,N,N,3153,0,0,0,1604,592,2,6
ABC992509,0,1212.3,3/1/2013,1212.3, , ,Verified,43,ZIP5,NM,N,N,3153,0,0,0,1604,592,2,6
ABC992511,323, ,1/1/2013, , , ,Unverified,,ZIP1,,,,0,0,0,0,269,400,1,0
ABC992511,323, ,2/1/2013, , , ,Verified,27,ZIP5,NM,N,N,0,0,0,0,269,400,1,0
ABC992511,323, ,3/1/2013, , , ,Verified,27,ZIP5,NM,N,N,0,0,0,0,269,400,1,0
ABC992541,148, ,1/1/2013, , , ,Verified,49,ZIP1,DI,N,N,1291,0,0,0,884,40,1,1
ABC992541,163, ,3/1/2013, , , ,Verified,49,ZIP1,DI,N,N,1223,0,0,0,884,80,1,1
ABC992544,0, ,2/1/2013, , , ,Verified,25,ZIP4,NM,N,N,0,0,0,0,0,0,1,1
ABC992611,259, ,1/1/2013, , , ,Unverified,72,ZIP2,MA,N,N,0,0,0,0,0,0,2,0
ABC992611,259, ,2/1/2013, , , ,Unverified,72,ZIP2,MA,N,N,0,0,0,0,0,0,2,0
ABC992611,259, ,3/1/2013, , , ,Unverified,72,ZIP2,MA,N,N,0,0,0,0,0,0,2,0
ABC992622,323, ,1/1/2013, , , ,Verified,58,ZIP1,NM,N,N,0,0,0,0,0,400,1,0
ABC992655,139, ,1/1/2013, , , ,Unverified,58,ZIP4,NM,N,N,0,0,0,0,0,0,2,0
ABC992665,323, ,1/1/2013, , , ,Unverified,33,ZIP3,DI,N,N,0,0,0,0,0,0,1,0
ABC992665,323, ,2/1/2013, , , ,Unverified,33,ZIP3,DI,N,N,0,0,0,0,0,0,1,0
ABC992665,323, ,3/1/2013, , , ,Unverified,33,ZIP3,DI,N,N,0,0,0,0,0,0,1,0
ABC992666,306, ,1/1/2013, , , ,Verified,30,ZIP1,NM,N,N,191,0,0,0,904,366,1,0
ABC992666,306, ,2/1/2013, , , ,Verified,30,ZIP1,NM,N,N,191,0,0,0,904,366,1,0
ABC992666,300, ,3/1/2013, , , ,Verified,30,ZIP1,NM,N,N,209,0,0,0,904,354,1,0
ABC992692,0,64.8,2/1/2013,64.8, , ,Verified,89,ZIP4,WI,N,N,0,0,0,0,0,0,1,0
ABC992692,0,64.8,3/1/2013,64.8, , ,Verified,89,ZIP4,WI,N,N,0,0,0,0,0,0,1,0
ABC992753,243, ,1/1/2013, , , ,Verified,62,ZIP3,MA,N,N,0,0,0,0,0,0,1,0
ABC992753,200, ,2/1/2013, , , ,Verified,62,ZIP3,MA,N,N,509,0,0,0,604,174,1,0
ABC992753,200, ,3/1/2013, , , ,Verified,62,ZIP3,MA,N,N,509,0,0,0,604,174,1,0
ABC992862,417, ,1/1/2013, , , ,Verified,39,ZIP1,MA,N,N,1379,0,0,0,969.17,588,2,2
ABC992862,417, ,2/1/2013, , , ,Verified,39,ZIP1,MA,N,N,1379,0,0,0,969.17,588,2,2
ABC992862,417, ,3/1/2013, , , ,Verified,39,ZIP1,MA,N,N,1379,0,0,0,969.17,588,2,2
ABC992869,323, ,1/1/2013, , , ,Verified,25,ZIP1,NM,N,N,0,0,0,0,0,400,1,1
ABC992869,209, ,2/1/2013, , , ,Verified,25,ZIP1,NM,N,N,515,0,0,0,0,172,1,1
ABC992869,323, ,3/1/2013, , , ,Verified,25,ZIP1,NM,N,N,0,0,0,0,0,400,1,1
ABC992920,0, ,1/1/2013, , , ,Unverified,25,ZIP3,NM,N,N,0,0,0,0,0,0,2,2
ABC992920,0, ,2/1/2013, , , ,Unverified,25,ZIP3,NM,N,N,0,0,0,0,0,0,2,2
ABC992920,0, ,3/1/2013, , , ,Unverified,25,ZIP3,NM,N,N,0,0,0,0,0,0,2,2
ABC992956,0, ,1/1/2013, , , ,Verified,27,ZIP3,DI,N,N,211,128,0,0,1154,688,1,1
ABC992959,0, ,1/1/2013, , , ,Verified,33,ZIP3,MA,N,N,313,0,0,402,1136,1228,2,2
ABC992959,0, ,2/1/2013, , , ,Verified,33,ZIP3,MA,N,N,0,0,0,402,1136,1336,2,2
ABC992959,0, ,3/1/2013, , , ,Verified,33,ZIP3,MA,N,N,0,0,0,402,1136,1336,2,2
ABC992963,323, ,1/1/2013, , , ,Unverified,26,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC992963,252,192,2/1/2013,192,, ,Unverified,26,ZIP3,NM,N,N,369,0,0,0,0,258,1,0
ABC992963,252, ,3/1/2013, ,, ,Unverified,26,ZIP3,NM,N,N,369,0,0,0,0,258,1,0
ABC992966,323, ,2/1/2013, , , ,Verified,24,ZIP3,NM,N,N,0,0,0,0,0,400,1,1
ABC992966,274, ,3/1/2013, , , ,Verified,24,ZIP3,NM,N,N,296,0,0,0,604,302,1,1
ABC993020,377, ,1/1/2013, , , ,Verified,25,ZIP5,NM,N,N,511,0,0,0,0,508,2,6
ABC993028,273,405,1/1/2013, ,405, ,Verified,27,ZIP2,NM,N,N,0,0,0,0,0,0,1,4
ABC993028,273,405,2/1/2013, ,405, ,Verified,27,ZIP2,NM,N,N,0,0,0,0,0,0,1,4
ABC993028,0,405,3/1/2013, ,405, ,Verified,27,ZIP2,NM,N,N,2095,0,0,0,173,0,1,4
ABC993032,472, ,2/1/2013, , , ,Verified,26,ZIP3,MA,N,N,723,0,0,0,704,698,3,1
ABC993032,472, ,3/1/2013, , , ,Verified,26,ZIP3,MA,N,N,723,0,0,0,704,698,3,1
ABC993033,0, ,2/1/2013, , , ,Verified,25,ZIP4,NM,N,N,1918,0,0,0,1219,0,2,1
ABC993033,0,255,3/1/2013,255, , ,Verified,25,ZIP4,NM,N,N,1918,0,0,0,1219,0,2,1
ABC993056,323, ,2/1/2013, , , ,Verified,30,ZIP2,NM,N,N,0,0,0,0,604,400,2,1
ABC993056,323, ,3/1/2013, , , ,Verified,30,ZIP2,NM,N,N,0,0,0,0,604,400,2,1
ABC993082,0, ,1/1/2013, , , ,Verified,24,ZIP1,NM,N,N,759,0,0,0,586,32,1,0
ABC993082,0, ,2/1/2013, , , ,Verified,24,ZIP1,NM,N,N,759,0,0,0,586,32,1,0
ABC993082,0, ,3/1/2013, , , ,Verified,24,ZIP1,NM,N,N,759,0,0,0,586,32,1,0
ABC993098,323, ,2/1/2013, , , ,Verified,43,ZIP3,NM,N,N,0,0,0,0,0,400,1,0
ABC993098,323, ,3/1/2013, , , ,Verified,43,ZIP3,NM,N,N,0,0,0,0,0,400,1,0
ABC993103,323, ,2/1/2013, , , ,Verified,29,ZIP4,,Y,N,0,0,0,0,0,400,1,0
ABC993103,323, ,3/1/2013, , , ,Verified,29,ZIP4,,Y,N,0,0,0,0,0,400,1,0
