"","ID","Payment_Date","Overpayment_Amount","Dollar_Error1","Dollar_Error2","Dollar_Error3","Citizenship","Age_in_yrs","ZipCodes","Marital_Status","Previous_Felony","Moved_from_out_of_state_12_mths","Income","Dependent_Care_Amount","Medical_Expense_Amount","Child_Support_Amount","Rent_Amount","Monthly_Benefit","Benefit_Amt","No_Adults","No_Children"
"393","ABC991957","3/1/2013",NA,NA,NA,NA,"Verified",58,"ZIP1","NM","N","N",595,0,0,0,920.37,458,352,2,0
"394","ABC992005","1/1/2013",NA,NA,NA,NA,"Verified",42,"ZIP4","NM","N","N",0,0,0,0,0,0,223,1,0
"395","ABC992005","2/1/2013",NA,NA,NA,NA,"Verified",42,"ZIP4","NM","N","N",0,0,0,0,0,0,223,1,0
"396","ABC992005","3/1/2013",NA,NA,NA,NA,"Verified",42,"ZIP4","NM","N","N",480,0,0,0,1029,192,219,1,0
"397","ABC992045","1/1/2013",NA,NA,NA,NA,"Verified",46,"ZIP2","NM","N","N",573,0,201,0,950,1072,463,2,2
"398","ABC992045","2/1/2013",NA,NA,NA,NA,"Verified",46,"ZIP2","NM","N","N",573,0,201,0,950,1072,463,2,2
"399","ABC992045","3/1/2013",NA,NA,NA,NA,"Verified",46,"ZIP2","NM","N","N",573,0,201,0,950,1072,659,2,2
"400","ABC992054","1/1/2013",NA,NA,NA,NA,"Verified",36,"ZIP2","NM","N","N",0,0,0,0,176,1052,649,1,2
"401","ABC992054","2/1/2013",NA,NA,NA,NA,"Verified",36,"ZIP2","NM","N","N",0,0,0,0,176,1052,649,1,2
"402","ABC992054","3/1/2013",NA,NA,NA,NA,"Verified",36,"ZIP2","NM","N","N",0,0,0,0,176,1052,649,1,2
"403","ABC992076","1/1/2013",NA,NA,NA,NA,"Verified",36,"ZIP4","NM","N","N",0,38,0,0,870,734,490,1,1
"404","ABC992076","2/1/2013",NA,NA,NA,NA,"Verified",36,"ZIP4","NM","N","N",0,38,0,0,870,734,490,1,1
"405","ABC992076","3/1/2013",NA,NA,NA,NA,"Verified",36,"ZIP4","NM","N","N",0,38,0,0,870,734,490,1,1
"406","ABC992093","1/1/2013",NA,NA,NA,NA,"Verified",36,"ZIP3","NM","N","N",0,0,0,0,1304,400,323,1,0
"407","ABC992093","2/1/2013",NA,NA,NA,NA,"Verified",36,"ZIP3","NM","N","N",329,0,0,0,964,282,264,1,0
"408","ABC992134","1/1/2013",NA,NA,NA,NA,"Verified",41,"ZIP4","DI","N","N",400,0,0,0,306,1176,548,1,3
"409","ABC992134","2/1/2013",NA,NA,NA,NA,"Verified",41,"ZIP4","DI","N","N",400,0,0,0,306,1176,711,1,3
"410","ABC992134","3/1/2013",NA,NA,NA,NA,"Verified",41,"ZIP4","DI","N","N",400,0,0,0,306,1176,711,1,3
"411","ABC992137","1/1/2013",NA,NA,NA,NA,"Unverified",29,"ZIP2","DI","N","N",253,0,0,0,687,1264,755,1,3
"412","ABC992137","2/1/2013",NA,NA,NA,NA,"Unverified",29,"ZIP2","DI","N","N",253,0,0,0,687,1264,755,1,3
"413","ABC992137","3/1/2013",NA,NA,NA,NA,"Unverified",29,"ZIP2","DI","N","N",253,0,0,0,687,1264,755,1,3
"414","ABC992146","1/1/2013",NA,NA,NA,NA,"Unverified",40,"ZIP3","NM","N","N",0,0,0,0,0,0,0,1,0
"415","ABC992146","2/1/2013",NA,NA,NA,NA,"Unverified",40,"ZIP3","NM","N","N",0,0,0,0,0,0,0,1,0
"416","ABC992146","3/1/2013",NA,NA,NA,NA,"Unverified",40,"ZIP3","NM","N","N",0,0,0,0,0,0,0,1,0
"417","ABC992212","1/1/2013",NA,NA,NA,NA,"Verified",63,"ZIP1","NM","N","N",428,0,0,0,739,224,235,1,0
"418","ABC992212","2/1/2013",NA,NA,NA,NA,"Verified",63,"ZIP1","NM","N","N",428,0,0,0,739,224,235,1,0
"419","ABC992212","3/1/2013",NA,NA,NA,NA,"Verified",63,"ZIP1","NM","N","N",428,0,0,0,739,224,235,1,0
"420","ABC992236","1/1/2013",NA,NA,NA,NA,"Verified",33,"ZIP3","NM","Y","N",0,0,0,0,914,734,490,1,1
"421","ABC992236","2/1/2013",NA,NA,NA,NA,"Verified",33,"ZIP3","NM","Y","N",0,0,0,0,914,734,490,1,1
"422","ABC992236","3/1/2013",NA,NA,NA,NA,"Verified",33,"ZIP3","NM","Y","N",0,0,0,0,914,734,490,1,1
"423","ABC992244","1/1/2013",NA,NA,NA,NA,"Verified",51,"ZIP3","NM","N","N",491,0,0,0,604,186,216,1,0
"424","ABC992244","2/1/2013",NA,NA,NA,NA,"Verified",51,"ZIP3","NM","N","N",491,0,0,0,604,186,216,1,0
"425","ABC992244","3/1/2013",NA,NA,NA,NA,"Verified",51,"ZIP3","NM","N","N",509,0,0,0,604,174,210,1,0
"426","ABC992250","1/1/2013",NA,NA,NA,NA,"Verified",84,"ZIP4","NM","N","N",1082,0,0,0,604,0,0,1,0
"427","ABC992250","2/1/2013",383,NA,383,NA,"Verified",84,"ZIP4","NM","N","N",1082,0,0,0,604,0,0,1,0
"428","ABC992250","3/1/2013",383,NA,383,NA,"Verified",84,"ZIP4","NM","N","N",1082,0,0,0,604,0,0,1,0
"429","ABC992259","1/1/2013",NA,NA,NA,NA,"Verified",56,"ZIP4","NM","N","N",584,0,0,0,511,130,188,1,0
"430","ABC992259","2/1/2013",NA,NA,NA,NA,"Verified",56,"ZIP4","NM","N","N",0,0,0,0,0,0,188,1,0
"431","ABC992259","3/1/2013",NA,NA,NA,NA,"Verified",56,"ZIP4","NM","N","N",602,0,0,0,511,118,182,1,0
"432","ABC992305","1/1/2013",NA,NA,NA,NA,"Verified",74,"ZIP3","DI","N","N",684,0,0,0,371,70,158,1,0
"433","ABC992305","2/1/2013",NA,NA,NA,NA,"Verified",74,"ZIP3","DI","N","N",684,0,0,0,371,70,158,1,0
"434","ABC992305","3/1/2013",NA,NA,NA,NA,"Verified",74,"ZIP3","DI","N","N",684,0,0,0,371,70,158,1,0
"435","ABC992308","2/1/2013",NA,NA,NA,NA,"Verified",63,"ZIP3","","N","N",0,0,0,0,979,400,323,1,0
"436","ABC992308","3/1/2013",NA,NA,NA,NA,"Verified",63,"ZIP3","","N","N",0,0,0,0,979,400,323,1,0
"437","ABC992316","1/1/2013",NA,NA,NA,NA,"Verified",29,"ZIP5","NM","N","N",0,0,0,0,594,1052,649,2,2
"438","ABC992316","3/1/2013",NA,NA,NA,NA,"Verified",29,"ZIP5","NM","N","N",0,0,0,0,0,734,490,2,2
"439","ABC992338","1/1/2013",NA,NA,NA,NA,"Unverified",26,"ZIP3","NM","N","N",0,0,0,0,0,400,323,1,0
"440","ABC992338","2/1/2013",NA,NA,NA,NA,"Unverified",26,"ZIP3","NM","N","N",0,0,0,0,0,400,323,1,0
"441","ABC992338","3/1/2013",NA,NA,NA,NA,"Unverified",26,"ZIP3","NM","N","N",0,0,0,0,0,400,323,1,0
"442","ABC992360","1/1/2013",NA,NA,NA,NA,"Unverified",73,"ZIP5","WI","N","N",0,0,0,0,0,0,205,1,0
"443","ABC992383","1/1/2013",NA,NA,NA,NA,"Verified",67,"ZIP5","DI","N","N",0,0,0,0,0,0,285,1,0
"444","ABC992383","2/1/2013",NA,NA,NA,NA,"Verified",67,"ZIP5","DI","N","N",279,0,0,0,976.69,312,279,1,0
"445","ABC992383","3/1/2013",NA,NA,NA,NA,"Verified",67,"ZIP5","DI","N","N",279,0,0,0,976.01,312,279,1,0
"446","ABC992420","1/1/2013",NA,NA,NA,NA,"Verified",33,"ZIP2","NM","N","N",366,0,0,0,1154,594,420,1,1
"447","ABC992420","2/1/2013",NA,NA,NA,NA,"Verified",33,"ZIP2","NM","N","N",366,0,0,0,1154,594,420,1,1
"448","ABC992420","3/1/2013",NA,NA,NA,NA,"Verified",33,"ZIP2","NM","N","N",366,0,0,0,1154,594,420,1,1
"449","ABC992423","1/1/2013",NA,NA,NA,NA,"Unverified",26,"ZIP3","NM","N","N",0,0,0,0,0,0,0,1,0
"450","ABC992423","2/1/2013",730,NA,NA,730,"Unverified",26,"ZIP3","NM","N","N",0,0,0,0,0,0,0,1,0
"451","ABC992423","3/1/2013",730,NA,NA,730,"Unverified",26,"ZIP3","NM","N","N",0,0,0,0,0,0,0,1,0
"452","ABC992444","1/1/2013",NA,NA,NA,NA,"Verified",42,"ZIP4","NM","N","N",0,0,0,0,1104,400,323,1,0
"453","ABC992444","2/1/2013",NA,NA,NA,NA,"Verified",42,"ZIP4","NM","N","N",704,0,0,0,0,58,323,1,0
"454","ABC992444","3/1/2013",NA,NA,NA,NA,"Verified",42,"ZIP4","NM","N","N",716,0,0,0,0,50,323,1,0
"455","ABC992474","1/1/2013",NA,NA,NA,NA,"Verified",33,"ZIP5","NM","N","N",0,0,0,0,0,734,490,1,1
"456","ABC992474","2/1/2013",NA,NA,NA,NA,"Verified",33,"ZIP5","NM","N","N",0,0,0,0,0,734,0,1,1
"457","ABC992474","3/1/2013",NA,NA,NA,NA,"Verified",33,"ZIP5","NM","N","N",0,0,0,0,0,734,0,1,1
"458","ABC992475","1/1/2013",NA,NA,NA,NA,"Unverified",NA,"ZIP1","","","",0,0,0,0,0,0,342,1,1
"459","ABC992475","2/1/2013",NA,NA,NA,NA,"Unverified",NA,"ZIP1","","","",0,0,0,0,0,0,342,1,1
"460","ABC992509","1/1/2013",1212.3,NA,1212.3,NA,"Verified",43,"ZIP5","NM","N","N",2943,0,0,0,1604,718,482,2,6
"461","ABC992509","2/1/2013",1212.3,1212.3,NA,NA,"Verified",43,"ZIP5","NM","N","N",3153,0,0,0,1604,592,0,2,6
"462","ABC992509","3/1/2013",1212.3,1212.3,NA,NA,"Verified",43,"ZIP5","NM","N","N",3153,0,0,0,1604,592,0,2,6
"463","ABC992511","1/1/2013",NA,NA,NA,NA,"Unverified",NA,"ZIP1","","","",0,0,0,0,269,400,323,1,0
"464","ABC992511","2/1/2013",NA,NA,NA,NA,"Verified",27,"ZIP5","NM","N","N",0,0,0,0,269,400,323,1,0
"465","ABC992511","3/1/2013",NA,NA,NA,NA,"Verified",27,"ZIP5","NM","N","N",0,0,0,0,269,400,323,1,0
"466","ABC992541","1/1/2013",NA,NA,NA,NA,"Verified",49,"ZIP1","DI","N","N",1291,0,0,0,884,40,148,1,1
"467","ABC992541","3/1/2013",NA,NA,NA,NA,"Verified",49,"ZIP1","DI","N","N",1223,0,0,0,884,80,163,1,1
"468","ABC992544","2/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP4","NM","N","N",0,0,0,0,0,0,0,1,1
"469","ABC992611","1/1/2013",NA,NA,NA,NA,"Unverified",72,"ZIP2","MA","N","N",0,0,0,0,0,0,259,2,0
"470","ABC992611","2/1/2013",NA,NA,NA,NA,"Unverified",72,"ZIP2","MA","N","N",0,0,0,0,0,0,259,2,0
"471","ABC992611","3/1/2013",NA,NA,NA,NA,"Unverified",72,"ZIP2","MA","N","N",0,0,0,0,0,0,259,2,0
"472","ABC992622","1/1/2013",NA,NA,NA,NA,"Verified",58,"ZIP1","NM","N","N",0,0,0,0,0,400,323,1,0
"473","ABC992655","1/1/2013",NA,NA,NA,NA,"Unverified",58,"ZIP4","NM","N","N",0,0,0,0,0,0,139,2,0
"474","ABC992665","1/1/2013",NA,NA,NA,NA,"Unverified",33,"ZIP3","DI","N","N",0,0,0,0,0,0,323,1,0
"475","ABC992665","2/1/2013",NA,NA,NA,NA,"Unverified",33,"ZIP3","DI","N","N",0,0,0,0,0,0,323,1,0
"476","ABC992665","3/1/2013",NA,NA,NA,NA,"Unverified",33,"ZIP3","DI","N","N",0,0,0,0,0,0,323,1,0
"477","ABC992666","1/1/2013",NA,NA,NA,NA,"Verified",30,"ZIP1","NM","N","N",191,0,0,0,904,366,306,1,0
"478","ABC992666","2/1/2013",NA,NA,NA,NA,"Verified",30,"ZIP1","NM","N","N",191,0,0,0,904,366,306,1,0
"479","ABC992666","3/1/2013",NA,NA,NA,NA,"Verified",30,"ZIP1","NM","N","N",209,0,0,0,904,354,300,1,0
"480","ABC992692","2/1/2013",64.8,64.8,NA,NA,"Verified",89,"ZIP4","WI","N","N",0,0,0,0,0,0,0,1,0
"481","ABC992692","3/1/2013",64.8,64.8,NA,NA,"Verified",89,"ZIP4","WI","N","N",0,0,0,0,0,0,0,1,0
"482","ABC992753","1/1/2013",NA,NA,NA,NA,"Verified",62,"ZIP3","MA","N","N",0,0,0,0,0,0,243,1,0
"483","ABC992753","2/1/2013",NA,NA,NA,NA,"Verified",62,"ZIP3","MA","N","N",509,0,0,0,604,174,200,1,0
"484","ABC992753","3/1/2013",NA,NA,NA,NA,"Verified",62,"ZIP3","MA","N","N",509,0,0,0,604,174,200,1,0
"485","ABC992862","1/1/2013",NA,NA,NA,NA,"Verified",39,"ZIP1","MA","N","N",1379,0,0,0,969.17,588,417,2,2
"486","ABC992862","2/1/2013",NA,NA,NA,NA,"Verified",39,"ZIP1","MA","N","N",1379,0,0,0,969.17,588,417,2,2
"487","ABC992862","3/1/2013",NA,NA,NA,NA,"Verified",39,"ZIP1","MA","N","N",1379,0,0,0,969.17,588,417,2,2
"488","ABC992869","1/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP1","NM","N","N",0,0,0,0,0,400,323,1,1
"489","ABC992869","2/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP1","NM","N","N",515,0,0,0,0,172,209,1,1
"490","ABC992869","3/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP1","NM","N","N",0,0,0,0,0,400,323,1,1
"491","ABC992920","1/1/2013",NA,NA,NA,NA,"Unverified",25,"ZIP3","NM","N","N",0,0,0,0,0,0,0,2,2
"492","ABC992920","2/1/2013",NA,NA,NA,NA,"Unverified",25,"ZIP3","NM","N","N",0,0,0,0,0,0,0,2,2
"493","ABC992920","3/1/2013",NA,NA,NA,NA,"Unverified",25,"ZIP3","NM","N","N",0,0,0,0,0,0,0,2,2
"494","ABC992956","1/1/2013",NA,NA,NA,NA,"Verified",27,"ZIP3","DI","N","N",211,128,0,0,1154,688,0,1,1
"495","ABC992959","1/1/2013",NA,NA,NA,NA,"Verified",33,"ZIP3","MA","N","N",313,0,0,402,1136,1228,0,2,2
"496","ABC992959","2/1/2013",NA,NA,NA,NA,"Verified",33,"ZIP3","MA","N","N",0,0,0,402,1136,1336,0,2,2
"497","ABC992959","3/1/2013",NA,NA,NA,NA,"Verified",33,"ZIP3","MA","N","N",0,0,0,402,1136,1336,0,2,2
"498","ABC992963","1/1/2013",NA,NA,NA,NA,"Unverified",26,"ZIP3","NM","N","N",0,0,0,0,0,0,323,1,0
"499","ABC992963","2/1/2013",192,192,NA,NA,"Unverified",26,"ZIP3","NM","N","N",369,0,0,0,0,258,252,1,0
"500","ABC992963","3/1/2013",NA,NA,NA,NA,"Unverified",26,"ZIP3","NM","N","N",369,0,0,0,0,258,252,1,0
"501","ABC992966","2/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP3","NM","N","N",0,0,0,0,0,400,323,1,1
"502","ABC992966","3/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP3","NM","N","N",296,0,0,0,604,302,274,1,1
"503","ABC993020","1/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP5","NM","N","N",511,0,0,0,0,508,377,2,6
"504","ABC993028","1/1/2013",405,NA,405,NA,"Verified",27,"ZIP2","NM","N","N",0,0,0,0,0,0,273,1,4
"505","ABC993028","2/1/2013",405,NA,405,NA,"Verified",27,"ZIP2","NM","N","N",0,0,0,0,0,0,273,1,4
"506","ABC993028","3/1/2013",405,NA,405,NA,"Verified",27,"ZIP2","NM","N","N",2095,0,0,0,173,0,0,1,4
"507","ABC993032","2/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP3","MA","N","N",723,0,0,0,704,698,472,3,1
"508","ABC993032","3/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP3","MA","N","N",723,0,0,0,704,698,472,3,1
"509","ABC993033","2/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP4","NM","N","N",1918,0,0,0,1219,0,0,2,1
"510","ABC993033","3/1/2013",255,255,NA,NA,"Verified",25,"ZIP4","NM","N","N",1918,0,0,0,1219,0,0,2,1
"511","ABC993056","2/1/2013",NA,NA,NA,NA,"Verified",30,"ZIP2","NM","N","N",0,0,0,0,604,400,323,2,1
"512","ABC993056","3/1/2013",NA,NA,NA,NA,"Verified",30,"ZIP2","NM","N","N",0,0,0,0,604,400,323,2,1
"513","ABC993082","1/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","NM","N","N",759,0,0,0,586,32,0,1,0
"514","ABC993082","2/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","NM","N","N",759,0,0,0,586,32,0,1,0
"515","ABC993082","3/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","NM","N","N",759,0,0,0,586,32,0,1,0
"516","ABC993098","2/1/2013",NA,NA,NA,NA,"Verified",43,"ZIP3","NM","N","N",0,0,0,0,0,400,323,1,0
"517","ABC993098","3/1/2013",NA,NA,NA,NA,"Verified",43,"ZIP3","NM","N","N",0,0,0,0,0,400,323,1,0
"518","ABC993103","2/1/2013",NA,NA,NA,NA,"Verified",29,"ZIP4","","Y","N",0,0,0,0,0,400,323,1,0
"519","ABC993103","3/1/2013",NA,NA,NA,NA,"Verified",29,"ZIP4","","Y","N",0,0,0,0,0,400,323,1,0
"520","ABC993107","1/1/2013",NA,NA,NA,NA,"Verified",34,"ZIP2","NM","N","N",0,0,0,0,0,0,0,2,3
"521","ABC993107","2/1/2013",NA,NA,NA,NA,"Verified",34,"ZIP2","NM","N","N",0,0,0,0,0,0,0,2,3
"522","ABC993107","3/1/2013",NA,NA,NA,NA,"Verified",34,"ZIP2","NM","N","N",0,0,0,0,0,0,0,2,3
"523","ABC993202","1/1/2013",NA,NA,NA,NA,"Unverified",28,"ZIP2","NM","N","N",0,0,0,0,0,400,323,1,0
"524","ABC993202","2/1/2013",NA,NA,NA,NA,"Unverified",28,"ZIP2","NM","N","N",0,0,0,0,0,400,323,1,0
"525","ABC993202","3/1/2013",NA,NA,NA,NA,"Unverified",28,"ZIP2","NM","N","N",0,0,0,0,0,400,323,1,0
"526","ABC993219","2/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP1","NM","N","N",0,0,0,0,650,734,455,2,1
"527","ABC993219","3/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP1","NM","N","N",249,0,0,0,650,664,455,2,1
"528","ABC993220","2/1/2013",NA,NA,NA,NA,"Unverified",31,"ZIP1","NM","N","Y",0,0,0,0,0,400,323,1,0
"529","ABC993220","3/1/2013",NA,NA,NA,NA,"Unverified",31,"ZIP1","NM","N","Y",0,0,0,0,0,0,0,1,0
"530","ABC993284","1/1/2013",NA,NA,NA,NA,"Verified",27,"ZIP2","NM","N","N",387,0,0,0,667,1434,840,2,3
"531","ABC993284","2/1/2013",NA,NA,NA,NA,"Verified",27,"ZIP2","NM","N","N",387,0,0,0,667,1434,840,2,3
"532","ABC993378","1/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP1","NM","N","N",559,0,0,0,629,1080,663,1,4
"533","ABC993378","2/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP1","NM","N","N",559,0,0,0,629,1080,663,1,4
"534","ABC993378","3/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP1","NM","N","N",0,0,0,0,629,1336,791,1,4
"535","ABC993379","1/1/2013",NA,NA,NA,NA,"Unverified",63,"ZIP1","NM","N","N",654,0,0,0,0,88,167,1,0
"536","ABC993379","2/1/2013",NA,NA,NA,NA,"Unverified",63,"ZIP1","NM","N","N",654,0,0,0,0,88,167,1,0
"537","ABC993379","3/1/2013",NA,NA,NA,NA,"Unverified",63,"ZIP1","NM","N","N",654,0,0,0,0,88,167,1,0
"538","ABC993384","1/1/2013",NA,NA,NA,NA,"Unverified",28,"ZIP5","NM","N","N",0,0,0,0,0,0,310,1,0
"539","ABC993384","2/1/2013",NA,NA,NA,NA,"Unverified",28,"ZIP5","NM","N","N",0,0,0,0,0,0,310,1,0
"540","ABC993384","3/1/2013",NA,NA,NA,NA,"Unverified",28,"ZIP5","NM","N","N",0,0,0,0,286,400,323,1,0
"541","ABC993389","1/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP5","NM","N","N",0,0,0,0,0,0,0,2,2
"542","ABC993389","2/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP5","NM","N","N",0,0,0,0,0,0,0,2,2
"543","ABC993389","3/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP5","NM","N","N",0,0,0,0,0,0,0,2,2
"544","ABC993455","1/1/2013",NA,NA,NA,NA,"Verified",27,"ZIP1","NM","N","N",688,0,0,0,0,1004,625,2,2
"545","ABC993455","2/1/2013",NA,NA,NA,NA,"Verified",27,"ZIP1","NM","N","N",688,0,0,0,0,1004,625,2,2
"546","ABC993455","3/1/2013",NA,NA,NA,NA,"Verified",27,"ZIP1","NM","N","N",688,0,0,0,0,1004,625,2,2
"547","ABC993481","1/1/2013",NA,NA,NA,NA,"Unverified",28,"ZIP4","MA","N","N",0,0,0,0,1129,734,490,2,0
"548","ABC993481","2/1/2013",518,NA,NA,518,"Unverified",28,"ZIP4","MA","N","N",1672,0,0,0,1129,0,0,2,0
"549","ABC993481","3/1/2013",518,NA,NA,518,"Unverified",28,"ZIP4","MA","N","N",1672,0,0,0,1129,0,0,2,0
"550","ABC993533","1/1/2013",NA,NA,NA,NA,"Unverified",28,"ZIP2","NM","N","N",779,0,0,0,1547,948,597,1,3
"551","ABC993533","2/1/2013",NA,NA,NA,NA,"Unverified",28,"ZIP2","NM","N","N",779,0,0,0,1547,948,597,1,3
"552","ABC993533","3/1/2013",NA,NA,NA,NA,"Unverified",28,"ZIP2","NM","N","N",862,0,0,0,1079,898,572,1,3
"553","ABC993558","1/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP3","NM","N","N",0,0,0,0,0,400,323,2,1
"554","ABC993558","2/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP3","NM","N","N",0,0,0,0,0,400,323,2,1
"555","ABC993558","3/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP3","NM","N","N",0,0,0,0,0,400,323,2,1
"556","ABC993598","3/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP4","NM","N","N",0,0,0,0,0,400,323,1,0
"557","ABC993609","1/1/2013",NA,NA,NA,NA,"Unverified",25,"ZIP4","NM","N","N",0,0,0,0,0,400,323,1,0
"558","ABC993609","2/1/2013",NA,NA,NA,NA,"Unverified",25,"ZIP4","NM","N","N",0,0,0,0,0,400,323,1,0
"559","ABC993609","3/1/2013",NA,NA,NA,NA,"Unverified",25,"ZIP4","NM","N","N",0,0,0,0,0,400,323,1,0
"560","ABC993610","1/1/2013",NA,NA,NA,NA,"Verified",28,"ZIP4","NM","N","N",0,38,0,0,844,734,490,1,1
"561","ABC993610","2/1/2013",NA,NA,NA,NA,"Verified",28,"ZIP4","NM","N","N",0,38,0,0,844,734,490,1,1
"562","ABC993610","3/1/2013",NA,NA,NA,NA,"Verified",28,"ZIP4","NM","N","N",0,38,0,0,844,734,490,1,1
"563","ABC993659","1/1/2013",NA,NA,NA,NA,"Verified",28,"ZIP1","MA","N","N",0,0,0,305.89,1379,1336,356,2,2
"564","ABC993659","2/1/2013",NA,NA,NA,NA,"Verified",28,"ZIP1","MA","N","N",0,0,0,305.89,1379,1336,356,2,2
"565","ABC993659","3/1/2013",118,118,NA,NA,"Verified",28,"ZIP1","MA","N","N",1583,0,0,305.89,1379,466,356,2,2
"566","ABC993684","1/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","NM","N","N",0,0,0,0,0,0,649,2,1
"567","ABC993684","2/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","NM","N","N",0,0,0,0,0,0,649,2,1
"568","ABC993684","3/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","NM","N","N",0,0,0,0,0,0,649,2,1
"569","ABC993685","2/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP3","NM","N","N",1362,0,0,0,714,314,280,2,1
"570","ABC993685","3/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP3","NM","N","N",1362,0,0,0,714,314,280,2,1
"571","ABC993689","1/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP2","NM","N","N",0,0,0,0,604,734,490,2,1
"572","ABC993689","2/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP2","NM","N","N",0,0,0,0,604,734,490,2,1
"573","ABC993689","3/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP2","NM","N","N",0,0,0,0,604,734,490,2,1
"574","ABC993691","1/1/2013",NA,NA,NA,NA,"Unverified",27,"ZIP2","NM","N","N",0,0,0,0,0,400,323,1,0
"575","ABC993691","2/1/2013",233,233,NA,NA,"Unverified",27,"ZIP2","NM","N","N",0,0,0,0,0,0,0,1,0
"576","ABC993691","3/1/2013",233,233,NA,NA,"Unverified",27,"ZIP2","NM","N","N",0,0,0,0,0,0,0,1,0
"577","ABC993693","3/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP2","","N","N",0,0,0,0,0,400,323,1,0
"578","ABC993696","1/1/2013",NA,NA,NA,NA,"Verified",28,"ZIP2","NM","N","N",1306,0,0,0,779,882,564,2,3
"579","ABC993696","2/1/2013",NA,NA,NA,NA,"Verified",28,"ZIP2","NM","N","N",1382,0,0,0,779,586,416,2,3
"580","ABC993696","3/1/2013",NA,NA,NA,NA,"Verified",28,"ZIP2","NM","N","N",1382,0,0,0,779,586,416,2,3
"581","ABC993702","1/1/2013",NA,NA,NA,NA,"Unverified",26,"ZIP2","NM","N","N",0,0,0,0,0,0,0,1,0
"582","ABC993702","3/1/2013",NA,NA,NA,NA,"Unverified",26,"ZIP2","NM","N","N",0,0,0,0,0,400,323,1,0
"583","ABC993703","1/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP2","NM","N","N",423,0,0,0,604,1162,704,2,4
"584","ABC993703","2/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP2","NM","N","N",423,0,0,0,604,1162,704,2,4
"585","ABC993703","3/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP2","NM","N","N",423,0,0,0,604,1162,704,2,4
"586","ABC993713","1/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP5","NM","N","N",0,0,0,0,0,0,363,2,1
"587","ABC993713","2/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP5","NM","N","N",0,0,0,0,0,0,363,2,1
"588","ABC993713","3/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP5","NM","N","N",0,0,0,0,0,0,0,2,1
"589","ABC993724","1/1/2013",NA,NA,NA,NA,"Unverified",27,"ZIP2","NM","N","N",0,0,0,0,0,0,0,1,0
"590","ABC993724","2/1/2013",NA,NA,NA,NA,"Unverified",27,"ZIP2","NM","N","N",0,0,0,0,0,0,0,1,0
"591","ABC993724","3/1/2013",NA,NA,NA,NA,"Unverified",27,"ZIP2","NM","N","N",0,0,0,0,0,0,0,1,0
"592","ABC993727","1/1/2013",NA,NA,NA,NA,"Unverified",27,"ZIP2","NM","N","N",0,0,0,0,0,0,323,1,0
"593","ABC993727","2/1/2013",NA,NA,NA,NA,"Unverified",27,"ZIP2","NM","N","N",0,0,0,0,0,0,323,1,0
"594","ABC993747","1/1/2013",NA,NA,NA,NA,"Unverified",25,"ZIP1","NM","N","N",0,0,0,0,0,0,0,1,2
"595","ABC993747","2/1/2013",NA,NA,NA,NA,"Unverified",25,"ZIP1","NM","N","N",0,0,0,0,0,0,0,1,2
"596","ABC993757","1/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","NM","N","Y",490,0,0,0,0,838,542,1,2
