ID,Overpayment_Amount,Payment_Date,Dollar_Error1,Dollar_Error2,Dollar_Error3,Citizenship,Age_in_yrs,ZipCodes,Marital_Status,Previous_Felony,Moved_from_out_of_state_12_mths,Income,Dependent_Care_Amount,Medical_Expense_Amount,Child_Support_Amount,Rent_Amount,Monthly_Benefit,Benefit_Amt,KEY,No_Adults,No_Children
ABC991644, ,1/1/2013, , , ,Unverified,67.0,ZIP4,NM,N,N,0,0,0.0,0.0,1039.0,400,323,ABC991644,1,0
ABC991644, ,2/1/2013, , , ,Unverified,67.0,ZIP4,NM,N,N,0,0,0.0,0.0,1039.0,400,323,ABC991644,1,0
ABC991644, ,3/1/2013, , , ,Unverified,67.0,ZIP4,NM,N,N,0,0,0.0,0.0,1039.0,400,323,ABC991644,1,0
ABC991652,486,1/1/2013, ,486, ,Verified,58.0,ZIP1,MA,N,N,0,0,0.0,0.0,0.0,0,303,ABC991652,2,0
ABC991652,486,2/1/2013, ,486, ,Verified,58.0,ZIP1,MA,N,N,1455,0,0.0,0.0,1204.0,0,0,ABC991652,2,0
ABC991652,486,3/1/2013, ,486, ,Verified,58.0,ZIP1,MA,N,N,1455,0,0.0,0.0,1204.0,0,0,ABC991652,2,0
ABC991659, ,1/1/2013, , , ,Verified,51.0,ZIP2,NM,N,N,0,0,0.0,0.0,800.33,734,490,ABC991659,1,1
ABC991659, ,2/1/2013, , , ,Verified,51.0,ZIP2,NM,N,N,0,0,0.0,0.0,800.33,734,490,ABC991659,1,1
ABC991659, ,3/1/2013, , , ,Verified,51.0,ZIP2,NM,N,N,0,0,0.0,0.0,800.33,734,490,ABC991659,1,1
ABC991692, ,1/1/2013, , , ,Verified,36.0,ZIP3,NM,N,N,415,0,0.0,0.0,710.0,232,239,ABC991692,1,0
ABC991692, ,2/1/2013, , , ,Verified,36.0,ZIP3,NM,N,N,433,0,0.0,0.0,710.0,220,233,ABC991692,1,0
ABC991692, ,3/1/2013, , , ,Verified,36.0,ZIP3,NM,N,N,433,0,0.0,0.0,710.0,220,233,ABC991692,1,0
ABC991693,945,1/1/2013, ,945, ,Verified,35.0,ZIP5,DI,N,N,1300,0,233.9,159.0,836.0,352,299,ABC991693,2,3
ABC991693,945,2/1/2013, ,945, ,Verified,35.0,ZIP5,DI,N,N,1300,0,233.9,159.0,836.0,352,299,ABC991693,2,3
ABC991693,945,3/1/2013, ,945, ,Verified,35.0,ZIP5,DI,N,N,1300,0,233.9,159.0,836.0,352,299,ABC991693,2,3
ABC991732, ,1/1/2013, , , ,Verified,53.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,0,315,ABC991732,1,0
ABC991732, ,2/1/2013, , , ,Verified,53.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,0,315,ABC991732,1,0
ABC991732, ,3/1/2013, , , ,Verified,53.0,ZIP5,NM,N,N,179,0,0.0,0.0,934.0,372,309,ABC991732,1,0
ABC991737, ,1/1/2013, , , ,Verified,69.0,ZIP3,DI,N,N,160,0,0.0,0.0,1199.0,384,315,ABC991737,1,0
ABC991737, ,2/1/2013, , , ,Verified,69.0,ZIP3,DI,N,N,160,0,0.0,0.0,1199.0,384,315,ABC991737,1,0
ABC991737, ,3/1/2013, , , ,Verified,69.0,ZIP3,DI,N,N,160,0,0.0,0.0,1199.0,384,315,ABC991737,1,0
ABC991805, ,1/1/2013, , , ,Verified,66.0,ZIP4,DI,N,N,376,0,0.0,0.0,719.0,254,250,ABC991805,1,0
ABC991805, ,2/1/2013, , , ,Verified,66.0,ZIP4,DI,N,N,376,0,0.0,0.0,719.0,254,250,ABC991805,1,0
ABC991805, ,3/1/2013, , , ,Verified,66.0,ZIP4,DI,N,N,368,0,0.0,0.0,727.0,260,253,ABC991805,1,0
ABC991831, ,1/1/2013, , , ,Verified,63.0,ZIP3,DI,N,N,0,0,0.0,0.0,0.0,0,546,ABC991831,2,2
ABC991831, ,2/1/2013, , , ,Verified,63.0,ZIP3,DI,N,N,0,0,0.0,0.0,0.0,0,546,ABC991831,2,2
ABC991831, ,3/1/2013, , , ,Verified,63.0,ZIP3,DI,N,N,0,0,0.0,0.0,0.0,0,546,ABC991831,2,2
ABC991833, ,1/1/2013, , , ,Verified,56.0,ZIP3,NM,N,N,826,0,207.95,0.0,461.0,32,139,ABC991833,1,0
ABC991833, ,2/1/2013, , , ,Verified,56.0,ZIP3,NM,N,N,904,0,207.95,0.0,461.0,32,139,ABC991833,1,0
ABC991833, ,3/1/2013, , , ,Verified,56.0,ZIP3,NM,N,N,844,0,207.95,0.0,346.0,32,139,ABC991833,1,0
ABC991853, ,1/1/2013, , , ,Verified,37.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,1336,791,ABC991853,1,3
ABC991853, ,2/1/2013, , , ,Verified,37.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,1336,791,ABC991853,1,3
ABC991853, ,3/1/2013, , , ,Verified,37.0,ZIP5,NM,N,N,325,0,0.0,0.0,0.0,1222,734,ABC991853,1,3
ABC991854, ,1/1/2013, , , ,Unverified,36.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC991854,1,0
ABC991854, ,2/1/2013, , , ,Unverified,36.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC991854,1,0
ABC991854, ,3/1/2013, , , ,Unverified,36.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC991854,1,0
ABC991856, ,1/1/2013, , , ,Unverified,49.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC991856,1,0
ABC991856, ,2/1/2013, , , ,Unverified,49.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC991856,1,0
ABC991856, ,3/1/2013, , , ,Unverified,49.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC991856,1,0
ABC991910, ,2/1/2013, , , ,Verified,80.0,ZIP4,NM,N,N,340,0,0.0,0.0,804.0,276,261,ABC991910,1,0
ABC991910, ,3/1/2013, , , ,Verified,80.0,ZIP4,NM,N,N,335,0,0.0,0.0,808.34,280,261,ABC991910,1,0
ABC991917, ,1/1/2013, , , ,Verified,58.0,ZIP2,DI,N,N,234,0,0.0,0.0,861.0,674,460,ABC991917,1,1
ABC991917, ,2/1/2013, , , ,Verified,58.0,ZIP2,DI,N,N,234,0,0.0,0.0,861.0,674,460,ABC991917,1,1
ABC991917, ,3/1/2013, , , ,Verified,58.0,ZIP2,DI,N,N,234,0,0.0,0.0,861.0,674,460,ABC991917,1,1
ABC991929, ,1/1/2013, , , ,Unverified,60.0,ZIP3,NM,N,N,0,0,0.0,0.0,604.0,400,323,ABC991929,1,0
ABC991929, ,2/1/2013, , , ,Unverified,60.0,ZIP3,NM,N,N,0,0,0.0,0.0,604.0,400,323,ABC991929,1,0
ABC991929, ,3/1/2013, , , ,Unverified,60.0,ZIP3,NM,N,N,0,0,0.0,0.0,604.0,400,323,ABC991929,1,0
ABC991936, ,1/1/2013, , , ,Verified,40.0,ZIP3,MA,N,N,781,0,0.0,0.0,0.0,1516,881,ABC991936,2,4
ABC991936, ,2/1/2013, , , ,Verified,40.0,ZIP3,MA,N,N,0,0,0.0,0.0,0.0,1904,1075,ABC991936,2,4
ABC991936, ,3/1/2013, , , ,Verified,40.0,ZIP3,MA,N,N,0,0,0.0,0.0,0.0,1904,1075,ABC991936,2,4
ABC991941, ,2/1/2013, , , ,Verified,32.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC991941,0,0
ABC991941, ,3/1/2013, , , ,Verified,32.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC991941,0,0
ABC991957, ,1/1/2013, , , ,Verified,58.0,ZIP1,NM,N,N,505,0,0.0,0.0,972.52,512,379,ABC991957,2,0
ABC991957, ,2/1/2013, , , ,Verified,58.0,ZIP1,NM,N,N,539,0,0.0,0.0,972.52,490,360,ABC991957,2,0
ABC991957, ,3/1/2013, , , ,Verified,58.0,ZIP1,NM,N,N,595,0,0.0,0.0,920.37,458,352,ABC991957,2,0
ABC992005, ,1/1/2013, , , ,Verified,42.0,ZIP4,NM,N,N,0,0,0.0,0.0,0.0,0,223,ABC992005,1,0
ABC992005, ,2/1/2013, , , ,Verified,42.0,ZIP4,NM,N,N,0,0,0.0,0.0,0.0,0,223,ABC992005,1,0
ABC992005, ,3/1/2013, , , ,Verified,42.0,ZIP4,NM,N,N,480,0,0.0,0.0,1029.0,192,219,ABC992005,1,0
ABC992045, ,1/1/2013, , , ,Verified,46.0,ZIP2,NM,N,N,573,0,201.0,0.0,950.0,1072,463,ABC992045,2,2
ABC992045, ,2/1/2013, , , ,Verified,46.0,ZIP2,NM,N,N,573,0,201.0,0.0,950.0,1072,463,ABC992045,2,2
ABC992045, ,3/1/2013, , , ,Verified,46.0,ZIP2,NM,N,N,573,0,201.0,0.0,950.0,1072,659,ABC992045,2,2
ABC992054, ,1/1/2013, , , ,Verified,36.0,ZIP2,NM,N,N,0,0,0.0,0.0,176.0,1052,649,ABC992054,1,2
ABC992054, ,2/1/2013, , , ,Verified,36.0,ZIP2,NM,N,N,0,0,0.0,0.0,176.0,1052,649,ABC992054,1,2
ABC992054, ,3/1/2013, , , ,Verified,36.0,ZIP2,NM,N,N,0,0,0.0,0.0,176.0,1052,649,ABC992054,1,2
ABC992076, ,1/1/2013, , , ,Verified,36.0,ZIP4,NM,N,N,0,38,0.0,0.0,870.0,734,490,ABC992076,1,1
ABC992076, ,2/1/2013, , , ,Verified,36.0,ZIP4,NM,N,N,0,38,0.0,0.0,870.0,734,490,ABC992076,1,1
ABC992076, ,3/1/2013, , , ,Verified,36.0,ZIP4,NM,N,N,0,38,0.0,0.0,870.0,734,490,ABC992076,1,1
ABC992093, ,1/1/2013, , , ,Verified,36.0,ZIP3,NM,N,N,0,0,0.0,0.0,1304.0,400,323,ABC992093,1,0
ABC992093, ,2/1/2013, , , ,Verified,36.0,ZIP3,NM,N,N,329,0,0.0,0.0,964.0,282,264,ABC992093,1,0
ABC992134, ,1/1/2013, , , ,Verified,41.0,ZIP4,DI,N,N,400,0,0.0,0.0,306.0,1176,548,ABC992134,1,3
ABC992134, ,2/1/2013, , , ,Verified,41.0,ZIP4,DI,N,N,400,0,0.0,0.0,306.0,1176,711,ABC992134,1,3
ABC992134, ,3/1/2013, , , ,Verified,41.0,ZIP4,DI,N,N,400,0,0.0,0.0,306.0,1176,711,ABC992134,1,3
ABC992137, ,1/1/2013, , , ,Unverified,29.0,ZIP2,DI,N,N,253,0,0.0,0.0,687.0,1264,755,ABC992137,1,3
ABC992137, ,2/1/2013, , , ,Unverified,29.0,ZIP2,DI,N,N,253,0,0.0,0.0,687.0,1264,755,ABC992137,1,3
ABC992137, ,3/1/2013, , , ,Unverified,29.0,ZIP2,DI,N,N,253,0,0.0,0.0,687.0,1264,755,ABC992137,1,3
ABC992146, ,1/1/2013, , , ,Unverified,40.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC992146,1,0
ABC992146, ,2/1/2013, , , ,Unverified,40.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC992146,1,0
ABC992146, ,3/1/2013, , , ,Unverified,40.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC992146,1,0
ABC992212, ,1/1/2013, , , ,Verified,63.0,ZIP1,NM,N,N,428,0,0.0,0.0,739.0,224,235,ABC992212,1,0
ABC992212, ,2/1/2013, , , ,Verified,63.0,ZIP1,NM,N,N,428,0,0.0,0.0,739.0,224,235,ABC992212,1,0
ABC992212, ,3/1/2013, , , ,Verified,63.0,ZIP1,NM,N,N,428,0,0.0,0.0,739.0,224,235,ABC992212,1,0
ABC992236, ,1/1/2013, , , ,Verified,33.0,ZIP3,NM,Y,N,0,0,0.0,0.0,914.0,734,490,ABC992236,1,1
ABC992236, ,2/1/2013, , , ,Verified,33.0,ZIP3,NM,Y,N,0,0,0.0,0.0,914.0,734,490,ABC992236,1,1
ABC992236, ,3/1/2013, , , ,Verified,33.0,ZIP3,NM,Y,N,0,0,0.0,0.0,914.0,734,490,ABC992236,1,1
ABC992244, ,1/1/2013, , , ,Verified,51.0,ZIP3,NM,N,N,491,0,0.0,0.0,604.0,186,216,ABC992244,1,0
ABC992244, ,2/1/2013, , , ,Verified,51.0,ZIP3,NM,N,N,491,0,0.0,0.0,604.0,186,216,ABC992244,1,0
ABC992244, ,3/1/2013, , , ,Verified,51.0,ZIP3,NM,N,N,509,0,0.0,0.0,604.0,174,210,ABC992244,1,0
ABC992250, ,1/1/2013, , , ,Verified,84.0,ZIP4,NM,N,N,1082,0,0.0,0.0,604.0,0,0,ABC992250,1,0
ABC992250,383,2/1/2013, ,383, ,Verified,84.0,ZIP4,NM,N,N,1082,0,0.0,0.0,604.0,0,0,ABC992250,1,0
ABC992250,383,3/1/2013, ,383, ,Verified,84.0,ZIP4,NM,N,N,1082,0,0.0,0.0,604.0,0,0,ABC992250,1,0
ABC992259, ,1/1/2013, , , ,Verified,56.0,ZIP4,NM,N,N,584,0,0.0,0.0,511.0,130,188,ABC992259,1,0
ABC992259, ,2/1/2013, , , ,Verified,56.0,ZIP4,NM,N,N,0,0,0.0,0.0,0.0,0,188,ABC992259,1,0
ABC992259, ,3/1/2013, , , ,Verified,56.0,ZIP4,NM,N,N,602,0,0.0,0.0,511.0,118,182,ABC992259,1,0
ABC992305, ,1/1/2013, , , ,Verified,74.0,ZIP3,DI,N,N,684,0,0.0,0.0,371.0,70,158,ABC992305,1,0
ABC992305, ,2/1/2013, , , ,Verified,74.0,ZIP3,DI,N,N,684,0,0.0,0.0,371.0,70,158,ABC992305,1,0
ABC992305, ,3/1/2013, , , ,Verified,74.0,ZIP3,DI,N,N,684,0,0.0,0.0,371.0,70,158,ABC992305,1,0
ABC992308, ,2/1/2013, , , ,Verified,63.0,ZIP3,,N,N,0,0,0.0,0.0,979.0,400,323,ABC992308,1,0
ABC992308, ,3/1/2013, , , ,Verified,63.0,ZIP3,,N,N,0,0,0.0,0.0,979.0,400,323,ABC992308,1,0
ABC992316, ,1/1/2013, , , ,Verified,29.0,ZIP5,NM,N,N,0,0,0.0,0.0,594.0,1052,649,ABC992316,2,2
ABC992316, ,3/1/2013, , , ,Verified,29.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,734,490,ABC992316,2,2
ABC992338, ,1/1/2013, , , ,Unverified,26.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC992338,1,0
ABC992338, ,2/1/2013, , , ,Unverified,26.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC992338,1,0
ABC992338, ,3/1/2013, , , ,Unverified,26.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC992338,1,0
ABC992360, ,1/1/2013, , , ,Unverified,73.0,ZIP5,WI,N,N,0,0,0.0,0.0,0.0,0,205,ABC992360,1,0
ABC992383, ,1/1/2013, , , ,Verified,67.0,ZIP5,DI,N,N,0,0,0.0,0.0,0.0,0,285,ABC992383,1,0
ABC992383, ,2/1/2013, , , ,Verified,67.0,ZIP5,DI,N,N,279,0,0.0,0.0,976.69,312,279,ABC992383,1,0
ABC992383, ,3/1/2013, , , ,Verified,67.0,ZIP5,DI,N,N,279,0,0.0,0.0,976.01,312,279,ABC992383,1,0
ABC992420, ,1/1/2013, , , ,Verified,33.0,ZIP2,NM,N,N,366,0,0.0,0.0,1154.0,594,420,ABC992420,1,1
ABC992420, ,2/1/2013, , , ,Verified,33.0,ZIP2,NM,N,N,366,0,0.0,0.0,1154.0,594,420,ABC992420,1,1
ABC992420, ,3/1/2013, , , ,Verified,33.0,ZIP2,NM,N,N,366,0,0.0,0.0,1154.0,594,420,ABC992420,1,1
ABC992423, ,1/1/2013, , , ,Unverified,26.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC992423,1,0
ABC992423,730,2/1/2013, , ,730,Unverified,26.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC992423,1,0
ABC992423,730,3/1/2013, , ,730,Unverified,26.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC992423,1,0
ABC992444, ,1/1/2013, , , ,Verified,42.0,ZIP4,NM,N,N,0,0,0.0,0.0,1104.0,400,323,ABC992444,1,0
ABC992444, ,2/1/2013, , , ,Verified,42.0,ZIP4,NM,N,N,704,0,0.0,0.0,0.0,58,323,ABC992444,1,0
ABC992444, ,3/1/2013, , , ,Verified,42.0,ZIP4,NM,N,N,716,0,0.0,0.0,0.0,50,323,ABC992444,1,0
ABC992474, ,1/1/2013, , , ,Verified,33.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,734,490,ABC992474,1,1
ABC992474, ,2/1/2013, , , ,Verified,33.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,734,0,ABC992474,1,1
ABC992474, ,3/1/2013, , , ,Verified,33.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,734,0,ABC992474,1,1
ABC992475, ,1/1/2013, , , ,Unverified,,ZIP1,,,,0,0,0.0,0.0,0.0,0,342,ABC992475,1,1
ABC992475, ,2/1/2013, , , ,Unverified,,ZIP1,,,,0,0,0.0,0.0,0.0,0,342,ABC992475,1,1
ABC992509,1212.3,1/1/2013, ,1212.3, ,Verified,43.0,ZIP5,NM,N,N,2943,0,0.0,0.0,1604.0,718,482,ABC992509,2,6
ABC992509,1212.3,2/1/2013,1212.3, , ,Verified,43.0,ZIP5,NM,N,N,3153,0,0.0,0.0,1604.0,592,0,ABC992509,2,6
ABC992509,1212.3,3/1/2013,1212.3, , ,Verified,43.0,ZIP5,NM,N,N,3153,0,0.0,0.0,1604.0,592,0,ABC992509,2,6
ABC992511, ,1/1/2013, , , ,Unverified,,ZIP1,,,,0,0,0.0,0.0,269.0,400,323,ABC992511,1,0
ABC992511, ,2/1/2013, , , ,Verified,27.0,ZIP5,NM,N,N,0,0,0.0,0.0,269.0,400,323,ABC992511,1,0
ABC992511, ,3/1/2013, , , ,Verified,27.0,ZIP5,NM,N,N,0,0,0.0,0.0,269.0,400,323,ABC992511,1,0
ABC992541, ,1/1/2013, , , ,Verified,49.0,ZIP1,DI,N,N,1291,0,0.0,0.0,884.0,40,148,ABC992541,1,1
ABC992541, ,3/1/2013, , , ,Verified,49.0,ZIP1,DI,N,N,1223,0,0.0,0.0,884.0,80,163,ABC992541,1,1
ABC992544, ,2/1/2013, , , ,Verified,25.0,ZIP4,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC992544,1,1
ABC992611, ,1/1/2013, , , ,Unverified,72.0,ZIP2,MA,N,N,0,0,0.0,0.0,0.0,0,259,ABC992611,2,0
ABC992611, ,2/1/2013, , , ,Unverified,72.0,ZIP2,MA,N,N,0,0,0.0,0.0,0.0,0,259,ABC992611,2,0
ABC992611, ,3/1/2013, , , ,Unverified,72.0,ZIP2,MA,N,N,0,0,0.0,0.0,0.0,0,259,ABC992611,2,0
ABC992622, ,1/1/2013, , , ,Verified,58.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC992622,1,0
ABC992655, ,1/1/2013, , , ,Unverified,58.0,ZIP4,NM,N,N,0,0,0.0,0.0,0.0,0,139,ABC992655,2,0
ABC992665, ,1/1/2013, , , ,Unverified,33.0,ZIP3,DI,N,N,0,0,0.0,0.0,0.0,0,323,ABC992665,1,0
ABC992665, ,2/1/2013, , , ,Unverified,33.0,ZIP3,DI,N,N,0,0,0.0,0.0,0.0,0,323,ABC992665,1,0
ABC992665, ,3/1/2013, , , ,Unverified,33.0,ZIP3,DI,N,N,0,0,0.0,0.0,0.0,0,323,ABC992665,1,0
ABC992666, ,1/1/2013, , , ,Verified,30.0,ZIP1,NM,N,N,191,0,0.0,0.0,904.0,366,306,ABC992666,1,0
ABC992666, ,2/1/2013, , , ,Verified,30.0,ZIP1,NM,N,N,191,0,0.0,0.0,904.0,366,306,ABC992666,1,0
ABC992666, ,3/1/2013, , , ,Verified,30.0,ZIP1,NM,N,N,209,0,0.0,0.0,904.0,354,300,ABC992666,1,0
ABC992692,64.8,2/1/2013,64.8, , ,Verified,89.0,ZIP4,WI,N,N,0,0,0.0,0.0,0.0,0,0,ABC992692,1,0
ABC992692,64.8,3/1/2013,64.8, , ,Verified,89.0,ZIP4,WI,N,N,0,0,0.0,0.0,0.0,0,0,ABC992692,1,0
ABC992753, ,1/1/2013, , , ,Verified,62.0,ZIP3,MA,N,N,0,0,0.0,0.0,0.0,0,243,ABC992753,1,0
ABC992753, ,2/1/2013, , , ,Verified,62.0,ZIP3,MA,N,N,509,0,0.0,0.0,604.0,174,200,ABC992753,1,0
ABC992753, ,3/1/2013, , , ,Verified,62.0,ZIP3,MA,N,N,509,0,0.0,0.0,604.0,174,200,ABC992753,1,0
ABC992862, ,1/1/2013, , , ,Verified,39.0,ZIP1,MA,N,N,1379,0,0.0,0.0,969.17,588,417,ABC992862,2,2
ABC992862, ,2/1/2013, , , ,Verified,39.0,ZIP1,MA,N,N,1379,0,0.0,0.0,969.17,588,417,ABC992862,2,2
ABC992862, ,3/1/2013, , , ,Verified,39.0,ZIP1,MA,N,N,1379,0,0.0,0.0,969.17,588,417,ABC992862,2,2
ABC992869, ,1/1/2013, , , ,Verified,25.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC992869,1,1
ABC992869, ,2/1/2013, , , ,Verified,25.0,ZIP1,NM,N,N,515,0,0.0,0.0,0.0,172,209,ABC992869,1,1
ABC992869, ,3/1/2013, , , ,Verified,25.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC992869,1,1
ABC992920, ,1/1/2013, , , ,Unverified,25.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC992920,2,2
ABC992920, ,2/1/2013, , , ,Unverified,25.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC992920,2,2
ABC992920, ,3/1/2013, , , ,Unverified,25.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC992920,2,2
ABC992956, ,1/1/2013, , , ,Verified,27.0,ZIP3,DI,N,N,211,128,0.0,0.0,1154.0,688,0,ABC992956,1,1
ABC992959, ,1/1/2013, , , ,Verified,33.0,ZIP3,MA,N,N,313,0,0.0,402.0,1136.0,1228,0,ABC992959,2,2
ABC992959, ,2/1/2013, , , ,Verified,33.0,ZIP3,MA,N,N,0,0,0.0,402.0,1136.0,1336,0,ABC992959,2,2
ABC992959, ,3/1/2013, , , ,Verified,33.0,ZIP3,MA,N,N,0,0,0.0,402.0,1136.0,1336,0,ABC992959,2,2
ABC992963, ,1/1/2013, , , ,Unverified,26.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,323,ABC992963,1,0
ABC992963,192,2/1/2013,192,, ,Unverified,26.0,ZIP3,NM,N,N,369,0,0.0,0.0,0.0,258,252,ABC992963,1,0
ABC992963, ,3/1/2013, ,, ,Unverified,26.0,ZIP3,NM,N,N,369,0,0.0,0.0,0.0,258,252,ABC992963,1,0
ABC992966, ,2/1/2013, , , ,Verified,24.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC992966,1,1
ABC992966, ,3/1/2013, , , ,Verified,24.0,ZIP3,NM,N,N,296,0,0.0,0.0,604.0,302,274,ABC992966,1,1
ABC993020, ,1/1/2013, , , ,Verified,25.0,ZIP5,NM,N,N,511,0,0.0,0.0,0.0,508,377,ABC993020,2,6
ABC993028,405,1/1/2013, ,405, ,Verified,27.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,273,ABC993028,1,4
ABC993028,405,2/1/2013, ,405, ,Verified,27.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,273,ABC993028,1,4
ABC993028,405,3/1/2013, ,405, ,Verified,27.0,ZIP2,NM,N,N,2095,0,0.0,0.0,173.0,0,0,ABC993028,1,4
ABC993032, ,2/1/2013, , , ,Verified,26.0,ZIP3,MA,N,N,723,0,0.0,0.0,704.0,698,472,ABC993032,3,1
ABC993032, ,3/1/2013, , , ,Verified,26.0,ZIP3,MA,N,N,723,0,0.0,0.0,704.0,698,472,ABC993032,3,1
ABC993033, ,2/1/2013, , , ,Verified,25.0,ZIP4,NM,N,N,1918,0,0.0,0.0,1219.0,0,0,ABC993033,2,1
ABC993033,255,3/1/2013,255, , ,Verified,25.0,ZIP4,NM,N,N,1918,0,0.0,0.0,1219.0,0,0,ABC993033,2,1
ABC993056, ,2/1/2013, , , ,Verified,30.0,ZIP2,NM,N,N,0,0,0.0,0.0,604.0,400,323,ABC993056,2,1
ABC993056, ,3/1/2013, , , ,Verified,30.0,ZIP2,NM,N,N,0,0,0.0,0.0,604.0,400,323,ABC993056,2,1
ABC993082, ,1/1/2013, , , ,Verified,24.0,ZIP1,NM,N,N,759,0,0.0,0.0,586.0,32,0,ABC993082,1,0
ABC993082, ,2/1/2013, , , ,Verified,24.0,ZIP1,NM,N,N,759,0,0.0,0.0,586.0,32,0,ABC993082,1,0
ABC993082, ,3/1/2013, , , ,Verified,24.0,ZIP1,NM,N,N,759,0,0.0,0.0,586.0,32,0,ABC993082,1,0
ABC993098, ,2/1/2013, , , ,Verified,43.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC993098,1,0
ABC993098, ,3/1/2013, , , ,Verified,43.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC993098,1,0
ABC993103, ,2/1/2013, , , ,Verified,29.0,ZIP4,,Y,N,0,0,0.0,0.0,0.0,400,323,ABC993103,1,0
ABC993103, ,3/1/2013, , , ,Verified,29.0,ZIP4,,Y,N,0,0,0.0,0.0,0.0,400,323,ABC993103,1,0
ABC993107, ,1/1/2013, , , ,Verified,34.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC993107,2,3
ABC993107, ,2/1/2013, , , ,Verified,34.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC993107,2,3
ABC993107, ,3/1/2013, , , ,Verified,34.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC993107,2,3
ABC993202, ,1/1/2013, , , ,Unverified,28.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC993202,1,0
ABC993202, ,2/1/2013, , , ,Unverified,28.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC993202,1,0
ABC993202, ,3/1/2013, , , ,Unverified,28.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC993202,1,0
ABC993219, ,2/1/2013, , , ,Verified,26.0,ZIP1,NM,N,N,0,0,0.0,0.0,650.0,734,455,ABC993219,2,1
ABC993219, ,3/1/2013, , , ,Verified,26.0,ZIP1,NM,N,N,249,0,0.0,0.0,650.0,664,455,ABC993219,2,1
ABC993220, ,2/1/2013, , , ,Unverified,31.0,ZIP1,NM,N,Y,0,0,0.0,0.0,0.0,400,323,ABC993220,1,0
ABC993220, ,3/1/2013, , , ,Unverified,31.0,ZIP1,NM,N,Y,0,0,0.0,0.0,0.0,0,0,ABC993220,1,0
ABC993284, ,1/1/2013, , , ,Verified,27.0,ZIP2,NM,N,N,387,0,0.0,0.0,667.0,1434,840,ABC993284,2,3
ABC993284, ,2/1/2013, , , ,Verified,27.0,ZIP2,NM,N,N,387,0,0.0,0.0,667.0,1434,840,ABC993284,2,3
ABC993378, ,1/1/2013, , , ,Verified,25.0,ZIP1,NM,N,N,559,0,0.0,0.0,629.0,1080,663,ABC993378,1,4
ABC993378, ,2/1/2013, , , ,Verified,25.0,ZIP1,NM,N,N,559,0,0.0,0.0,629.0,1080,663,ABC993378,1,4
